assays_variant_id,assays_cell_id,assays_assay_subcellular_fraction,assays_assay_type,assays_assay_tax_id,assays_confidence_score,assays_assay_category,assays_src_id,assays_assay_id,assays_assay_strain,assays_doc_id,assays_src_assay_id,assays_assay_cell_type,assays_bao_format,assays_chembl_id,assays_description,assays_assay_test_type,assays_relationship_type,assays_tissue_id,assays_assay_tissue,assays_tid,assays_assay_organism,assays_curated_by
,,,A,10116.0,1,,1,7562,,3598,,,BAO_0000218,CHEMBL621312,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,In vivo,N,,,50597,Rattus norvegicus,Expert
,,,A,10116.0,1,,1,7563,,17267,,,BAO_0000218,CHEMBL621313,Half life of compound was determined in rat,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7564,,4727,,,BAO_0000218,CHEMBL621314,Half life of compound was determined in rat blood,,N,178.0,Blood,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7565,,17651,,,BAO_0000218,CHEMBL621315,Half life at 1 mg/kg was determined in rat,In vivo,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7566,,17651,,,BAO_0000218,CHEMBL621316,Half life at 10 mg/kg was determined in rat,In vivo,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7567,,401,,,BAO_0000218,CHEMBL621317,Half life in rats,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7568,,4942,,,BAO_0000218,CHEMBL621318,Half life in rats in hours,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7569,,17735,,,BAO_0000218,CHEMBL621319,Half life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,In vivo,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7570,,6056,,,BAO_0000218,CHEMBL621377,Half life was calculated at a single intravenous administration of 20 mg/kg in rat,In vivo,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7571,,5213,,,BAO_0000218,CHEMBL621378,Half life was determined,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7572,,6616,,,BAO_0000218,CHEMBL876599,Half life after i.v. administration,In vivo,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7573,,5937,,,BAO_0000218,CHEMBL621379,Half life in rat after intravenous administration at a concentration 0.5 mg/kg,In vivo,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7574,,5819,,,BAO_0000218,CHEMBL621380,Half life in rat plasma,,N,1969.0,Plasma,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7575,,5819,,,BAO_0000218,CHEMBL621381,Half life in rat plasma; Not detected,,N,1969.0,Plasma,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7576,,6803,,,BAO_0000218,CHEMBL618515,Half life in rats,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7577,,17804,,,BAO_0000218,CHEMBL618516,Half life period of compound was determined after peroral administration,In vivo,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7578,,17804,,,BAO_0000218,CHEMBL618517,Half life period of compound was determined at a dose of 3 mg/kg by intravenous administration,In vivo,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7579,,5948,,,BAO_0000218,CHEMBL618518,Half life period in rat,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7580,,1916,,,BAO_0000218,CHEMBL618519,Half life period was evaluated against Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,In vivo,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7581,,1916,,,BAO_0000218,CHEMBL618698,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,In vivo,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7582,,1916,,,BAO_0000218,CHEMBL618862,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration; Not available,In vivo,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7583,,4890,,,BAO_0000218,CHEMBL618863,Half life period was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,In vivo,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7584,,17764,,,BAO_0000218,CHEMBL618864,Half life period was determined for compound after intravenous administration in rats at 24 uM/kg,In vivo,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7585,,4727,,,BAO_0000218,CHEMBL618865,Half life time in rat the dose of 2 mg/kg,In vivo,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7586,,17509,,,BAO_0000218,CHEMBL618866,Half-life 24 hr after 10 mg/kg iv administration in rats,In vivo,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7587,,17509,,,BAO_0000218,CHEMBL618867,Half-life 24 hr after 2 mg/kg iv administration in rats,In vivo,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7588,,6597,,,BAO_0000218,CHEMBL875828,Half-life consistent with the observed metabolic steady state in rats,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7589,,17735,,,BAO_0000218,CHEMBL618868,Half-life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,In vivo,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7590,,6597,,,BAO_0000218,CHEMBL618869,Half-life for oxidative metabolic stability was determined using male human,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7591,,17670,,,BAO_0000218,CHEMBL618870,"Half-life in fischer rats at 5 mg/kg dose, administered intravenously",In vivo,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7592,,1696,,,BAO_0000218,CHEMBL618871,Half-life in rat plasma,,N,1969.0,Plasma,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7593,,1742,,,BAO_0000218,CHEMBL618872,Half-life in rat plasma was determined,,N,1969.0,Plasma,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7594,,17800,,,BAO_0000218,CHEMBL873816,Half-life in rats was determined,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,,0,,1,7595,,12923,,,BAO_0000218,CHEMBL618873,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by gavage method in dog,,U,,,22224,,Autocuration
,,,A,,0,,1,7596,,11954,,,BAO_0000019,CHEMBL621602,Area under curve after oral dose of 0.1 mg//kg,,U,,,22224,,Autocuration
,,,A,,0,,1,7597,,11954,,,BAO_0000218,CHEMBL621603,Area under curve after oral dose of 0.3 mg/kg,,U,,,22224,,Autocuration
,,,A,,0,,1,7598,,11954,,,BAO_0000218,CHEMBL621604,Area under curve after oral dose of 1 mg/kg,,U,,,22224,,Autocuration
,,,A,,0,,1,7599,,11954,,,BAO_0000218,CHEMBL621605,Area under curve after oral dose of 10 mg/kg,,U,,,22224,,Autocuration
,,,A,,0,,1,7600,,11954,,,BAO_0000218,CHEMBL621606,Area under curve after oral dose of 23.4 mg/kg,,U,,,22224,,Autocuration
,,,A,,0,,1,7601,,11954,,,BAO_0000218,CHEMBL621607,Area under curve after oral dose of 3 mg/kg,,U,,,22224,,Autocuration
,,,A,,0,,1,7602,,11954,,,BAO_0000218,CHEMBL621608,Area under curve after oral dose of 3.87 mg/kg,,U,,,22224,,Autocuration
,,,A,,0,,1,7603,,5237,,,BAO_0000019,CHEMBL621609,Area under curve was determined,,U,,,22224,,Autocuration
,,,A,,0,,1,7604,,4026,,,BAO_0000218,CHEMBL621610,Area under curve at a dose of 10 mg/kg,,U,,,22224,,Autocuration
,,,A,10116.0,1,,1,7605,,5237,,,BAO_0000218,CHEMBL621611,Area under curve was determined; ND=No data,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7606,,14793,,,BAO_0000218,CHEMBL621612,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7607,,14793,,,BAO_0000218,CHEMBL622308,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7608,,14793,,,BAO_0000218,CHEMBL622309,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7609,,14793,,,BAO_0000218,CHEMBL622310,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for infinite hours,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7610,,14793,,,BAO_0000218,CHEMBL622311,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7611,,14793,,,BAO_0000218,CHEMBL622312,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for infinite hours; Not calculated,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7612,,14793,,,BAO_0000218,CHEMBL622931,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7613,,14793,,,BAO_0000218,CHEMBL622932,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for infinite hours; Not calculated,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7614,,14793,,,BAO_0000218,CHEMBL622736,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,,N,1969.0,Plasma,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7615,,14793,,,BAO_0000218,CHEMBL622737,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,,N,1969.0,Plasma,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7616,,14793,,,BAO_0000218,CHEMBL622738,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,,N,1969.0,Plasma,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7617,,14793,,,BAO_0000218,CHEMBL622739,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for infinite hours,,N,1969.0,Plasma,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7618,,14793,,,BAO_0000218,CHEMBL622740,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,,N,1969.0,Plasma,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7619,,14793,,,BAO_0000218,CHEMBL622741,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for infinite hours,,N,1969.0,Plasma,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7620,,14793,,,BAO_0000218,CHEMBL622742,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,,N,1969.0,Plasma,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7621,,14793,,,BAO_0000218,CHEMBL622743,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for infinite hours,,N,1969.0,Plasma,50597,Rattus norvegicus,Intermediate
,,,A,10090.0,1,,1,7622,,11637,,,BAO_0000218,CHEMBL622744,AUC in mice,,N,1969.0,Plasma,50594,Mus musculus,Intermediate
,,,A,,0,,1,7623,,11149,,,BAO_0000019,CHEMBL624134,Area under curve was measured from the graph obtained from concentration Vs time,,U,,,22224,,Autocuration
,,,A,,0,,1,7624,,10016,,,BAO_0000019,CHEMBL624135,Area under curve value of compound per hour after oral administration,,U,,,22224,,Autocuration
,,,A,10116.0,1,,1,7625,,17796,,,BAO_0000218,CHEMBL624136,Area under curve was determined after oral administration in rats,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7626,,17796,,,BAO_0000218,CHEMBL624137,Area under curve was determined after oral administration in rats; No data,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7627,,17796,,,BAO_0000218,CHEMBL624320,Area under curve was determined after oral administration in rats;No data,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,9615.0,1,,1,7628,,12923,,,BAO_0000218,CHEMBL624321,Area under curve was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,,N,,,50588,Canis lupus familiaris,Intermediate
,,,A,10116.0,1,,1,7629,,15372,,,BAO_0000218,CHEMBL624322,Area under curve was determined for the compound after iv dose of 4.74 mg/kg in rats,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7630,,15372,,,BAO_0000218,CHEMBL624323,Area under curve was determined for the compound after iv dose of 5.06 in rats,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7631,,15372,,,BAO_0000218,CHEMBL624324,Area under curve was determined for the compound after iv dose of 5.10 mg/kg in rats,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7632,,15372,,,BAO_0000218,CHEMBL624325,Area under curve was determined for the compound after po dose of 5.01 mg/kg in rats,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7633,,15372,,,BAO_0000218,CHEMBL624326,Area under curve was determined for the compound after po dose of 5.03 mg/kg in rats,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7634,,15372,,,BAO_0000218,CHEMBL624327,Area under curve was determined for the compound after po dose of 5.22 mg/kg in rats,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7635,,15372,,,BAO_0000218,CHEMBL624328,Area under curve was determined for the compound after po dose of 5.46 mg/kg in rats,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,9615.0,1,,1,7636,,14169,,,BAO_0000218,CHEMBL627848,Area under curve was determined in Dogs after peroral administration,,N,,,50588,Canis lupus familiaris,Intermediate
,,,A,10116.0,1,,1,7637,,14169,,,BAO_0000218,CHEMBL627849,Area under curve was determined in Rats after peroral administration,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7638,,14258,,,BAO_0000218,CHEMBL627850,Area under curve was determined in carotid blood of rat when administered intradermally,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7639,,14258,,,BAO_0000218,CHEMBL627851,Area under curve was determined in portal blood of rat when administered intradermally,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10090.0,1,,1,7640,,15011,,,BAO_0000218,CHEMBL627852,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,,N,,,50594,Mus musculus,Intermediate
,,,A,10090.0,1,,1,7641,,15011,,,BAO_0000218,CHEMBL627853,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,,N,,,50594,Mus musculus,Intermediate
,,,A,10090.0,1,,1,7642,,15011,,,BAO_0000218,CHEMBL627854,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),,N,,,50594,Mus musculus,Intermediate
,,,A,10090.0,1,,1,7643,,15011,,,BAO_0000218,CHEMBL627855,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,,N,,,50594,Mus musculus,Intermediate
,,,A,10090.0,1,,1,7644,,15011,,,BAO_0000218,CHEMBL627856,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg (run time 7 hr),,N,,,50594,Mus musculus,Intermediate
,,,A,10090.0,1,,1,7645,,15011,,,BAO_0000218,CHEMBL875339,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,,N,,,50594,Mus musculus,Intermediate
,,,A,10090.0,1,,1,7646,,15011,,,BAO_0000218,CHEMBL627857,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (Run time = 7 hr),,N,,,50594,Mus musculus,Intermediate
,,,A,10116.0,1,,1,7647,,11195,,,BAO_0000218,CHEMBL627858,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 65 mins after i.v. administration,In vivo,N,2106.0,Spleen,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7648,,10130,,,BAO_0000218,CHEMBL627859,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in blood; Expressed as percent dose/organ,,N,178.0,Blood,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7649,,10130,,,BAO_0000218,CHEMBL627860,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in brain; Expressed as percent dose/organ,,N,955.0,Brain,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7650,,10130,,,BAO_0000218,CHEMBL627019,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in heart; Expressed as percent dose/organ,,N,948.0,Heart,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7651,,10130,,,BAO_0000218,CHEMBL627020,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in liver; Expressed as percent dose/organ,,N,2107.0,Liver,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7652,,10130,,,BAO_0000218,CHEMBL627021,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in lung; Expressed as percent dose/organ,,N,2048.0,Lung,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7653,,10130,,,BAO_0000218,CHEMBL627022,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in muscle; Expressed as percent dose/organ,,N,2385.0,Muscle tissue,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7654,,10130,,,BAO_0000218,CHEMBL627023,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in skin; Expressed as percent dose/organ,,N,,,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7655,,10130,,,BAO_0000218,CHEMBL627024,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in spleen; Expressed as percent dose/organ,,N,2106.0,Spleen,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7656,,10130,,,BAO_0000218,CHEMBL627025,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in thyroid; Expressed as percent dose/organ,,N,2046.0,Thyroid gland,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7657,,10130,,,BAO_0000218,CHEMBL627026,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in kidney; Expressed as percent dose/organ,,N,2113.0,Kidney,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7658,,10130,,,BAO_0000218,CHEMBL627027,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in blood; Expressed as percent dose/organ,,N,178.0,Blood,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7659,,10130,,,BAO_0000218,CHEMBL627028,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in brain; Expressed as percent dose/organ,,N,955.0,Brain,50597,Rattus norvegicus,Intermediate
,,,A,10116.0,1,,1,7660,,10130,,,BAO_0000218,CHEMBL627029,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in heart; Expressed as percent dose/organ,,N,948.0,Heart,50597,Rattus norvegicus,Intermediate
