doc_id,curated_by,assay_category,src_id,src_assay_id,assay_tax_id,assay_id,confidence_score,tid,assay_cell_type,assay_test_type,assay_tissue,description,variant_id,relationship_type,cell_id,assay_organism,bao_format,tissue_id,chembl_id,assay_strain,assay_subcellular_fraction,assay_type
1593,Intermediate,,1,,9606.0,108,1,50587,2.2.15,,,In vitro anti-HBV activity in 2.2.15 cells; Not determined,,N,,Homo sapiens,BAO_0000218,,CHEMBL615333,,,F
15089,Intermediate,,1,,9606.0,109,1,50587,2.2.15,,,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,,N,,Homo sapiens,BAO_0000218,,CHEMBL615334,,,F
15089,Intermediate,,1,,9606.0,110,1,50587,2.2.15,,,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,,N,,Homo sapiens,BAO_0000218,,CHEMBL615335,,,F
1593,Intermediate,,1,,9606.0,111,1,50587,2.2.15,,,Cytotoxicity in 2.2.15 cells,,N,,Homo sapiens,BAO_0000218,,CHEMBL615336,,,F
1593,Intermediate,,1,,9606.0,112,1,50587,2.2.15,,,Cytotoxicity in 2.2.15 cells; Not determined,,N,,Homo sapiens,BAO_0000218,,CHEMBL615337,,,F
13600,Intermediate,,1,,9606.0,113,1,50587,2.2.15,,,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,,N,,Homo sapiens,BAO_0000218,,CHEMBL615338,,,F
13467,Intermediate,,1,,9606.0,114,1,50587,2.2.15,,,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,,N,,Homo sapiens,BAO_0000218,,CHEMBL615339,,,F
13467,Intermediate,,1,,9606.0,115,1,50587,2.2.15,,,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,,N,,Homo sapiens,BAO_0000218,,CHEMBL615340,,,F
14764,Intermediate,,1,,9606.0,116,1,81020,HepG2,,,Antiviral activity against HBV was determined in 2.215 cell line,,N,726.0,Homo sapiens,BAO_0000219,,CHEMBL615341,,,F
6531,Autocuration,,1,,9606.0,117,0,22226,,,,Inhibition of 20-HETE synthesis in human renal microsomes,,U,,Homo sapiens,BAO_0000251,,CHEMBL615342,,Microsomes,B
17322,Autocuration,,1,,,118,0,22226,,,,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,,U,,,BAO_0000019,,CHEMBL615343,,,B
17072,Intermediate,,1,,9606.0,119,1,80612,2008,,,Inhibitory concentration against 2008 (ovarian) cells,,N,388.0,Homo sapiens,BAO_0000219,,CHEMBL615344,,,F
16936,Intermediate,,1,,9606.0,120,1,80612,2008,,,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,,N,388.0,Homo sapiens,BAO_0000219,,CHEMBL615345,,,F
16936,Intermediate,,1,,9606.0,121,1,80612,2008,,,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),,N,388.0,Homo sapiens,BAO_0000219,,CHEMBL615346,,,F
17146,Intermediate,,1,,9606.0,122,1,80612,2008,,,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,,N,388.0,Homo sapiens,BAO_0000219,,CHEMBL615347,,,F
17146,Intermediate,,1,,9606.0,123,1,80612,2008,,,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,,N,388.0,Homo sapiens,BAO_0000219,,CHEMBL615348,,,F
10797,Intermediate,,1,,9606.0,124,1,80613,2008/R,,,In vitro inhibition of 2008/R ovarian cancer cell line,,N,561.0,Homo sapiens,BAO_0000219,,CHEMBL827085,,,F
10797,Intermediate,,1,,9606.0,125,1,80613,2008/R,,,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,,N,561.0,Homo sapiens,BAO_0000219,,CHEMBL615349,,,F
10797,Intermediate,,1,,9606.0,126,1,80614,2008/S,,,In vitro inhibition of 2008/S ovarian cancer cell line,,N,389.0,Homo sapiens,BAO_0000219,,CHEMBL615350,,,F
10797,Intermediate,,1,,9606.0,127,1,80614,2008/S,,,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,,N,389.0,Homo sapiens,BAO_0000219,,CHEMBL615351,,,F
4823,Expert,,1,,9606.0,128,2,100256,,,,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,,S,,Homo sapiens,BAO_0000220,,CHEMBL615352,,,B
12912,Intermediate,,1,,9606.0,129,2,100256,,,,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,,S,,Homo sapiens,BAO_0000220,,CHEMBL615353,,,B
2957,Expert,,1,,,130,2,100256,,,,Inhibition of chymotrypsin-like activity of 20S proteasome,,S,,,BAO_0000220,,CHEMBL615354,,,B
2957,Expert,,1,,,131,2,100256,,,,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,,S,,,BAO_0000220,,CHEMBL615355,,,B
3260,Intermediate,,1,,,132,2,100256,,,,Inhibitory activity against 20S proteosome,,S,,,BAO_0000220,,CHEMBL615356,,,B
3451,Autocuration,,1,,9606.0,133,0,22226,,,,Compound was tested for inhibitory activity against tryptase,,U,,Homo sapiens,BAO_0000019,,CHEMBL615357,,,B
13885,Intermediate,,1,,9606.0,134,1,81020,HepG2,,,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,,N,726.0,Homo sapiens,BAO_0000219,,CHEMBL615358,,,F
13885,Intermediate,,1,,9606.0,135,1,81020,HepG2,,,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,,N,726.0,Homo sapiens,BAO_0000219,,CHEMBL827086,,,F
3676,Autocuration,,1,,,136,0,22226,,,,Compound was tested for the inhibition of Alpha-glucosidase,,U,,,BAO_0000019,,CHEMBL615359,,,B
6043,Autocuration,,1,,,137,8,235,,,,Inhibitory concentration against human neutrophil elastase (HNE),,H,,,BAO_0000357,,CHEMBL615360,,,B
11140,Autocuration,,1,,10116.0,138,0,22226,,,Heart,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,,U,,Rattus norvegicus,BAO_0000218,948.0,CHEMBL615361,,,F
