assays_ASI,assays_VARI,assays_SRI,assays_ASSCTY,assays_BFO,assays_TII,assays_ASSTIS,assays_ASSUBFR,assays_T,assays_RELT,assays_CONFISC,assays_CURAB,assays_SASI,assays_CHEI,assays_CI
7596,,1,,BAO_0000019,,,,22224,U,0,Autocuration,,CHEMBL621602,
7597,,1,,BAO_0000218,,,,22224,U,0,Autocuration,,CHEMBL621603,
7598,,1,,BAO_0000218,,,,22224,U,0,Autocuration,,CHEMBL621604,
7599,,1,,BAO_0000218,,,,22224,U,0,Autocuration,,CHEMBL621605,
7600,,1,,BAO_0000218,,,,22224,U,0,Autocuration,,CHEMBL621606,
7601,,1,,BAO_0000218,,,,22224,U,0,Autocuration,,CHEMBL621607,
7602,,1,,BAO_0000218,,,,22224,U,0,Autocuration,,CHEMBL621608,
7603,,1,,BAO_0000019,,,,22224,U,0,Autocuration,,CHEMBL621609,
7604,,1,,BAO_0000218,,,,22224,U,0,Autocuration,,CHEMBL621610,
7605,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621611,
7606,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621612,
7607,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL622308,
7608,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL622309,
7609,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL622310,
7610,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL622311,
7611,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL622312,
7612,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL622931,
7613,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL622932,
7614,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL622736,
7615,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL622737,
7616,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL622738,
7617,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL622739,
7618,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL622740,
7619,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL622741,
7620,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL622742,
7621,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL622743,
7622,,1,,BAO_0000218,1969.0,Plasma,,50594,N,1,Intermediate,,CHEMBL622744,
7623,,1,,BAO_0000019,,,,22224,U,0,Autocuration,,CHEMBL624134,
7624,,1,,BAO_0000019,,,,22224,U,0,Autocuration,,CHEMBL624135,
7625,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL624136,
7626,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL624137,
7627,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL624320,
7628,,1,,BAO_0000218,,,,50588,N,1,Intermediate,,CHEMBL624321,
7629,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL624322,
7630,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL624323,
7631,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL624324,
7632,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL624325,
7633,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL624326,
7634,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL624327,
7635,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL624328,
7636,,1,,BAO_0000218,,,,50588,N,1,Intermediate,,CHEMBL627848,
7637,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL627849,
7638,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL627850,
7639,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL627851,
7640,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627852,
7641,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627853,
7642,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627854,
7643,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627855,
7644,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627856,
7645,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL875339,
7646,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627857,
7647,,1,,BAO_0000218,2106.0,Spleen,,50597,N,1,Intermediate,,CHEMBL627858,
7648,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL627859,
7649,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL627860,
7650,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL627019,
7651,,1,,BAO_0000218,2107.0,Liver,,50597,N,1,Intermediate,,CHEMBL627020,
7652,,1,,BAO_0000218,2048.0,Lung,,50597,N,1,Intermediate,,CHEMBL627021,
7653,,1,,BAO_0000218,2385.0,Muscle tissue,,50597,N,1,Intermediate,,CHEMBL627022,
7654,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL627023,
7655,,1,,BAO_0000218,2106.0,Spleen,,50597,N,1,Intermediate,,CHEMBL627024,
7656,,1,,BAO_0000218,2046.0,Thyroid gland,,50597,N,1,Intermediate,,CHEMBL627025,
7657,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL627026,
7658,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL627027,
7659,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL627028,
7660,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL627029,
7661,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL627030,
7662,,1,,BAO_0000218,2107.0,Liver,,50597,N,1,Intermediate,,CHEMBL627031,
7663,,1,,BAO_0000218,2048.0,Lung,,50597,N,1,Intermediate,,CHEMBL627032,
7664,,1,,BAO_0000218,2385.0,Muscle tissue,,50597,N,1,Intermediate,,CHEMBL627033,
7665,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL627034,
7666,,1,,BAO_0000218,2106.0,Spleen,,50597,N,1,Intermediate,,CHEMBL627035,
7667,,1,,BAO_0000218,2046.0,Thyroid gland,,50597,N,1,Intermediate,,CHEMBL627036,
7668,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL875340,
7669,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL627037,
7670,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL627038,
7671,,1,,BAO_0000218,2107.0,Liver,,50597,N,1,Intermediate,,CHEMBL627039,
7672,,1,,BAO_0000218,2385.0,Muscle tissue,,50597,N,1,Intermediate,,CHEMBL627040,
7673,,1,,BAO_0000218,2106.0,Spleen,,50597,N,1,Intermediate,,CHEMBL624663,
7674,,1,,BAO_0000218,2046.0,Thyroid gland,,50597,N,1,Intermediate,,CHEMBL625963,
7675,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL876799,
7676,,1,,BAO_0000218,2048.0,Lung,,50597,N,1,Intermediate,,CHEMBL626133,
7677,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL626134,
7678,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL626135,
7679,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL626136,
7680,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL626137,
7681,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL626138,
7682,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL626139,
7683,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL626140,
7684,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL626141,
7685,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL626142,
7686,,1,,BAO_0000218,2385.0,Muscle tissue,,50597,N,1,Intermediate,,CHEMBL627930,
7687,,1,,BAO_0000218,2385.0,Muscle tissue,,50597,N,1,Intermediate,,CHEMBL627931,
7688,,1,,BAO_0000218,2385.0,Muscle tissue,,50597,N,1,Intermediate,,CHEMBL627932,
7689,,1,,BAO_0000218,2106.0,Spleen,,50597,N,1,Intermediate,,CHEMBL627933,
7690,,1,,BAO_0000218,2106.0,Spleen,,50597,N,1,Intermediate,,CHEMBL627934,
7691,,1,,BAO_0000218,2106.0,Spleen,,50597,N,1,Intermediate,,CHEMBL627935,
7692,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL627936,
7693,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL627937,
7694,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL627938,
7695,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL627939,
7696,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL627940,
7697,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL627941,
7698,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL876800,
7699,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL627942,
7700,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL627943,
7701,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL627944,
7702,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL627945,
7703,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL628584,
7704,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL628585,
7705,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL628586,
7706,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL628587,
7707,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL628588,
7708,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL628589,
7709,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL625304,
7710,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL625305,
7711,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL625306,
7712,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL625307,
7713,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL625308,
7714,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL627740,
7715,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL627741,
7716,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL627742,
7717,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL627743,
7718,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL627744,
7719,,1,,BAO_0000218,10000001.0,Bone,,50597,N,1,Intermediate,,CHEMBL627745,
7720,,1,,BAO_0000218,10000001.0,Bone,,50597,N,1,Intermediate,,CHEMBL627746,
7721,,1,,BAO_0000218,10000001.0,Bone,,50597,N,1,Intermediate,,CHEMBL627747,
7722,,1,,BAO_0000218,10000001.0,Bone,,50597,N,1,Intermediate,,CHEMBL876810,
7723,,1,,BAO_0000218,10000001.0,Bone,,50597,N,1,Intermediate,,CHEMBL627748,
7724,,1,,BAO_0000218,10000001.0,Bone,,50597,N,1,Intermediate,,CHEMBL627749,
7725,,1,,BAO_0000218,10000001.0,Bone,,50597,N,1,Intermediate,,CHEMBL627750,
7726,,1,,BAO_0000218,10000001.0,Bone,,50597,N,1,Intermediate,,CHEMBL618728,
7727,,1,,BAO_0000218,10000001.0,Bone,,50597,N,1,Intermediate,,CHEMBL618729,
7728,,1,,BAO_0000218,10000001.0,Bone,,50597,N,1,Intermediate,,CHEMBL618730,
7729,,1,,BAO_0000218,10000001.0,Bone,,50597,N,1,Intermediate,,CHEMBL618731,
7730,,1,,BAO_0000218,10000001.0,Bone,,50597,N,1,Intermediate,,CHEMBL618732,
7731,,1,,BAO_0000218,10000001.0,Bone,,50597,N,1,Intermediate,,CHEMBL618733,
7732,,1,,BAO_0000218,10000001.0,Bone,,50597,N,1,Intermediate,,CHEMBL618734,
7733,,1,,BAO_0000218,10000001.0,Bone,,50597,N,1,Intermediate,,CHEMBL618735,
7734,,1,,BAO_0000218,10000001.0,Bone,,50597,N,1,Intermediate,,CHEMBL876602,
7735,,1,,BAO_0000218,10000001.0,Bone,,50597,N,1,Intermediate,,CHEMBL618736,
7736,,1,,BAO_0000218,10000001.0,Bone,,50597,N,1,Intermediate,,CHEMBL618737,
7737,,1,,BAO_0000218,10000001.0,Bone,,50597,N,1,Intermediate,,CHEMBL618738,
7738,,1,,BAO_0000218,10000001.0,Bone,,50597,N,1,Intermediate,,CHEMBL618739,
7739,,1,,BAO_0000218,10000001.0,Bone,,50597,N,1,Intermediate,,CHEMBL618740,
7740,,1,,BAO_0000218,10000001.0,Bone,,50597,N,1,Intermediate,,CHEMBL618741,
7741,,1,,BAO_0000218,10000001.0,Bone,,50597,N,1,Intermediate,,CHEMBL618742,
7742,,1,,BAO_0000218,10000001.0,Bone,,50597,N,1,Intermediate,,CHEMBL618743,
7743,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL618744,
7744,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL618745,
7745,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL620479,
7746,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL620480,
7747,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL620481,
7748,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL620482,
7749,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL876603,
7750,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL620483,
7751,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL620484,
7752,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL620485,
7753,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL620486,
7754,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL620487,
7755,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL620488,
7756,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL620489,
7757,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL620490,
7758,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL620491,
7759,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL876604,
7760,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL620492,
7761,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL620493,
7762,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL620494,
7763,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL620495,
7764,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL620496,
7765,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL620497,
7766,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL620498,
7767,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL620499,
7768,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL620500,
7769,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL873809,
7770,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL620501,
7771,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL620502,
7772,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL620503,
7773,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL620504,
7774,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL876605,
7775,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL620505,
7776,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL873811,
7777,,1,,BAO_0000218,,,,50597,N,1,Expert,,CHEMBL624016,
7778,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL624017,
7779,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL624018,
7780,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL624019,
7781,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL624020,
7782,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL624201,
7783,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL872528,
7784,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL624202,
7785,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL624203,
7786,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL624350,
7787,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621320,
7788,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621321,
7789,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621322,
7790,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621323,
7791,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621324,
7792,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621325,
7793,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL875837,
7794,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL621326,
7795,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621327,
7796,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621328,
7797,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621329,
7798,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621330,
7799,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621331,
7800,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621332,
7801,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621333,
7802,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621334,
7803,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL621335,
7804,,1,,BAO_0000218,,,,50588,N,1,Intermediate,,CHEMBL621336,
7805,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621337,
7806,,1,,BAO_0000218,,,,50588,N,1,Intermediate,,CHEMBL621338,
7807,,1,,BAO_0000218,,,,50588,N,1,Intermediate,,CHEMBL875838,
7808,,1,,BAO_0000218,,,,50588,N,1,Intermediate,,CHEMBL621339,
7809,,1,,BAO_0000218,,,,50588,N,1,Intermediate,,CHEMBL621340,
7810,,1,,BAO_0000218,,,,22224,U,0,Autocuration,,CHEMBL621341,
7811,,1,,BAO_0000019,,,,22224,U,0,Autocuration,,CHEMBL621342,
7812,,1,,BAO_0000019,,,,22224,U,0,Autocuration,,CHEMBL621343,
7813,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL621344,
7814,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL621345,
7815,,1,,BAO_0000019,,,,22224,U,0,Autocuration,,CHEMBL621346,
7816,,1,,BAO_0000218,,,,22224,U,0,Autocuration,,CHEMBL621347,
7817,,1,,BAO_0000218,,,,50588,N,1,Intermediate,,CHEMBL621348,
7818,,1,,BAO_0000019,178.0,Blood,,22224,U,0,Autocuration,,CHEMBL621349,
7819,,1,,BAO_0000019,178.0,Blood,,22224,U,0,Autocuration,,CHEMBL621350,
7820,,1,,BAO_0000019,178.0,Blood,,22224,U,0,Autocuration,,CHEMBL875839,
7821,,1,,BAO_0000019,178.0,Blood,,22224,U,0,Autocuration,,CHEMBL620211,
7822,,1,,BAO_0000019,178.0,Blood,,22224,U,0,Autocuration,,CHEMBL620212,
7823,,1,,BAO_0000019,178.0,Blood,,22224,U,0,Autocuration,,CHEMBL620213,
7824,,1,,BAO_0000218,1969.0,Plasma,,50797,N,1,Intermediate,,CHEMBL620214,
7825,,1,,BAO_0000218,1969.0,Plasma,,50797,N,1,Intermediate,,CHEMBL620215,
7826,,1,,BAO_0000218,1969.0,Plasma,,50797,N,1,Intermediate,,CHEMBL620216,
7827,,1,,BAO_0000218,1969.0,Plasma,,50588,N,1,Intermediate,,CHEMBL620888,
