assay_id,assay_strain,assay_test_type,curated_by,assay_subcellular_fraction,chembl_id,tid,relationship_type,confidence_score,src_id,src_assay_id,cell_id,bao_format,tissue_id,variant_id
7584,,In vivo,Intermediate,,CHEMBL618864,50597,N,1,1,,,BAO_0000218,,
7585,,In vivo,Intermediate,,CHEMBL618865,50597,N,1,1,,,BAO_0000218,,
7586,,In vivo,Intermediate,,CHEMBL618866,50597,N,1,1,,,BAO_0000218,,
7587,,In vivo,Intermediate,,CHEMBL618867,50597,N,1,1,,,BAO_0000218,,
7588,,,Intermediate,,CHEMBL875828,50597,N,1,1,,,BAO_0000218,,
7589,,In vivo,Intermediate,,CHEMBL618868,50597,N,1,1,,,BAO_0000218,,
7590,,,Intermediate,,CHEMBL618869,50597,N,1,1,,,BAO_0000218,,
7591,,In vivo,Intermediate,,CHEMBL618870,50597,N,1,1,,,BAO_0000218,,
7592,,,Intermediate,,CHEMBL618871,50597,N,1,1,,,BAO_0000218,1969.0,
7593,,,Intermediate,,CHEMBL618872,50597,N,1,1,,,BAO_0000218,1969.0,
7594,,,Intermediate,,CHEMBL873816,50597,N,1,1,,,BAO_0000218,,
7595,,,Autocuration,,CHEMBL618873,22224,U,0,1,,,BAO_0000218,,
7596,,,Autocuration,,CHEMBL621602,22224,U,0,1,,,BAO_0000019,,
7597,,,Autocuration,,CHEMBL621603,22224,U,0,1,,,BAO_0000218,,
7598,,,Autocuration,,CHEMBL621604,22224,U,0,1,,,BAO_0000218,,
7599,,,Autocuration,,CHEMBL621605,22224,U,0,1,,,BAO_0000218,,
7600,,,Autocuration,,CHEMBL621606,22224,U,0,1,,,BAO_0000218,,
7601,,,Autocuration,,CHEMBL621607,22224,U,0,1,,,BAO_0000218,,
7602,,,Autocuration,,CHEMBL621608,22224,U,0,1,,,BAO_0000218,,
7603,,,Autocuration,,CHEMBL621609,22224,U,0,1,,,BAO_0000019,,
7604,,,Autocuration,,CHEMBL621610,22224,U,0,1,,,BAO_0000218,,
7605,,,Intermediate,,CHEMBL621611,50597,N,1,1,,,BAO_0000218,,
7606,,,Intermediate,,CHEMBL621612,50597,N,1,1,,,BAO_0000218,,
7607,,,Intermediate,,CHEMBL622308,50597,N,1,1,,,BAO_0000218,,
7608,,,Intermediate,,CHEMBL622309,50597,N,1,1,,,BAO_0000218,,
7609,,,Intermediate,,CHEMBL622310,50597,N,1,1,,,BAO_0000218,,
7610,,,Intermediate,,CHEMBL622311,50597,N,1,1,,,BAO_0000218,,
7611,,,Intermediate,,CHEMBL622312,50597,N,1,1,,,BAO_0000218,,
7612,,,Intermediate,,CHEMBL622931,50597,N,1,1,,,BAO_0000218,,
7613,,,Intermediate,,CHEMBL622932,50597,N,1,1,,,BAO_0000218,,
7614,,,Intermediate,,CHEMBL622736,50597,N,1,1,,,BAO_0000218,1969.0,
7615,,,Intermediate,,CHEMBL622737,50597,N,1,1,,,BAO_0000218,1969.0,
7616,,,Intermediate,,CHEMBL622738,50597,N,1,1,,,BAO_0000218,1969.0,
7617,,,Intermediate,,CHEMBL622739,50597,N,1,1,,,BAO_0000218,1969.0,
7618,,,Intermediate,,CHEMBL622740,50597,N,1,1,,,BAO_0000218,1969.0,
7619,,,Intermediate,,CHEMBL622741,50597,N,1,1,,,BAO_0000218,1969.0,
7620,,,Intermediate,,CHEMBL622742,50597,N,1,1,,,BAO_0000218,1969.0,
7621,,,Intermediate,,CHEMBL622743,50597,N,1,1,,,BAO_0000218,1969.0,
7622,,,Intermediate,,CHEMBL622744,50594,N,1,1,,,BAO_0000218,1969.0,
7623,,,Autocuration,,CHEMBL624134,22224,U,0,1,,,BAO_0000019,,
7624,,,Autocuration,,CHEMBL624135,22224,U,0,1,,,BAO_0000019,,
7625,,,Intermediate,,CHEMBL624136,50597,N,1,1,,,BAO_0000218,,
7626,,,Intermediate,,CHEMBL624137,50597,N,1,1,,,BAO_0000218,,
7627,,,Intermediate,,CHEMBL624320,50597,N,1,1,,,BAO_0000218,,
7628,,,Intermediate,,CHEMBL624321,50588,N,1,1,,,BAO_0000218,,
7629,,,Intermediate,,CHEMBL624322,50597,N,1,1,,,BAO_0000218,,
7630,,,Intermediate,,CHEMBL624323,50597,N,1,1,,,BAO_0000218,,
7631,,,Intermediate,,CHEMBL624324,50597,N,1,1,,,BAO_0000218,,
7632,,,Intermediate,,CHEMBL624325,50597,N,1,1,,,BAO_0000218,,
7633,,,Intermediate,,CHEMBL624326,50597,N,1,1,,,BAO_0000218,,
7634,,,Intermediate,,CHEMBL624327,50597,N,1,1,,,BAO_0000218,,
7635,,,Intermediate,,CHEMBL624328,50597,N,1,1,,,BAO_0000218,,
7636,,,Intermediate,,CHEMBL627848,50588,N,1,1,,,BAO_0000218,,
7637,,,Intermediate,,CHEMBL627849,50597,N,1,1,,,BAO_0000218,,
7638,,,Intermediate,,CHEMBL627850,50597,N,1,1,,,BAO_0000218,,
7639,,,Intermediate,,CHEMBL627851,50597,N,1,1,,,BAO_0000218,,
7640,,,Intermediate,,CHEMBL627852,50594,N,1,1,,,BAO_0000218,,
7641,,,Intermediate,,CHEMBL627853,50594,N,1,1,,,BAO_0000218,,
7642,,,Intermediate,,CHEMBL627854,50594,N,1,1,,,BAO_0000218,,
7643,,,Intermediate,,CHEMBL627855,50594,N,1,1,,,BAO_0000218,,
7644,,,Intermediate,,CHEMBL627856,50594,N,1,1,,,BAO_0000218,,
7645,,,Intermediate,,CHEMBL875339,50594,N,1,1,,,BAO_0000218,,
7646,,,Intermediate,,CHEMBL627857,50594,N,1,1,,,BAO_0000218,,
7647,,In vivo,Intermediate,,CHEMBL627858,50597,N,1,1,,,BAO_0000218,2106.0,
7648,,,Intermediate,,CHEMBL627859,50597,N,1,1,,,BAO_0000218,178.0,
7649,,,Intermediate,,CHEMBL627860,50597,N,1,1,,,BAO_0000218,955.0,
7650,,,Intermediate,,CHEMBL627019,50597,N,1,1,,,BAO_0000218,948.0,
7651,,,Intermediate,,CHEMBL627020,50597,N,1,1,,,BAO_0000218,2107.0,
7652,,,Intermediate,,CHEMBL627021,50597,N,1,1,,,BAO_0000218,2048.0,
7653,,,Intermediate,,CHEMBL627022,50597,N,1,1,,,BAO_0000218,2385.0,
7654,,,Intermediate,,CHEMBL627023,50597,N,1,1,,,BAO_0000218,,
7655,,,Intermediate,,CHEMBL627024,50597,N,1,1,,,BAO_0000218,2106.0,
7656,,,Intermediate,,CHEMBL627025,50597,N,1,1,,,BAO_0000218,2046.0,
7657,,,Intermediate,,CHEMBL627026,50597,N,1,1,,,BAO_0000218,2113.0,
7658,,,Intermediate,,CHEMBL627027,50597,N,1,1,,,BAO_0000218,178.0,
7659,,,Intermediate,,CHEMBL627028,50597,N,1,1,,,BAO_0000218,955.0,
7660,,,Intermediate,,CHEMBL627029,50597,N,1,1,,,BAO_0000218,948.0,
7661,,,Intermediate,,CHEMBL627030,50597,N,1,1,,,BAO_0000218,2113.0,
7662,,,Intermediate,,CHEMBL627031,50597,N,1,1,,,BAO_0000218,2107.0,
7663,,,Intermediate,,CHEMBL627032,50597,N,1,1,,,BAO_0000218,2048.0,
7664,,,Intermediate,,CHEMBL627033,50597,N,1,1,,,BAO_0000218,2385.0,
7665,,,Intermediate,,CHEMBL627034,50597,N,1,1,,,BAO_0000218,,
7666,,,Intermediate,,CHEMBL627035,50597,N,1,1,,,BAO_0000218,2106.0,
7667,,,Intermediate,,CHEMBL627036,50597,N,1,1,,,BAO_0000218,2046.0,
7668,,,Intermediate,,CHEMBL875340,50597,N,1,1,,,BAO_0000218,178.0,
7669,,,Intermediate,,CHEMBL627037,50597,N,1,1,,,BAO_0000218,948.0,
7670,,,Intermediate,,CHEMBL627038,50597,N,1,1,,,BAO_0000218,2113.0,
7671,,,Intermediate,,CHEMBL627039,50597,N,1,1,,,BAO_0000218,2107.0,
7672,,,Intermediate,,CHEMBL627040,50597,N,1,1,,,BAO_0000218,2385.0,
7673,,,Intermediate,,CHEMBL624663,50597,N,1,1,,,BAO_0000218,2106.0,
7674,,,Intermediate,,CHEMBL625963,50597,N,1,1,,,BAO_0000218,2046.0,
7675,,,Intermediate,,CHEMBL876799,50597,N,1,1,,,BAO_0000218,955.0,
7676,,,Intermediate,,CHEMBL626133,50597,N,1,1,,,BAO_0000218,2048.0,
7677,,,Intermediate,,CHEMBL626134,50597,N,1,1,,,BAO_0000218,,
7678,,,Intermediate,,CHEMBL626135,50597,N,1,1,,,BAO_0000218,,
7679,,,Intermediate,,CHEMBL626136,50597,N,1,1,,,BAO_0000218,,
7680,,,Intermediate,,CHEMBL626137,50597,N,1,1,,,BAO_0000218,,
7681,,,Intermediate,,CHEMBL626138,50597,N,1,1,,,BAO_0000218,,
7682,,,Intermediate,,CHEMBL626139,50597,N,1,1,,,BAO_0000218,,
7683,,In vivo,Intermediate,,CHEMBL626140,50597,N,1,1,,,BAO_0000218,,
7684,,In vivo,Intermediate,,CHEMBL626141,50597,N,1,1,,,BAO_0000218,,
7685,,,Intermediate,,CHEMBL626142,50597,N,1,1,,,BAO_0000218,,
7686,,In vivo,Intermediate,,CHEMBL627930,50597,N,1,1,,,BAO_0000218,2385.0,
7687,,In vivo,Intermediate,,CHEMBL627931,50597,N,1,1,,,BAO_0000218,2385.0,
7688,,In vivo,Intermediate,,CHEMBL627932,50597,N,1,1,,,BAO_0000218,2385.0,
7689,,In vivo,Intermediate,,CHEMBL627933,50597,N,1,1,,,BAO_0000218,2106.0,
7690,,In vivo,Intermediate,,CHEMBL627934,50597,N,1,1,,,BAO_0000218,2106.0,
7691,,In vivo,Intermediate,,CHEMBL627935,50597,N,1,1,,,BAO_0000218,2106.0,
7692,,In vivo,Intermediate,,CHEMBL627936,50597,N,1,1,,,BAO_0000218,178.0,
7693,,In vivo,Intermediate,,CHEMBL627937,50597,N,1,1,,,BAO_0000218,178.0,
7694,,In vivo,Intermediate,,CHEMBL627938,50597,N,1,1,,,BAO_0000218,178.0,
7695,,In vivo,Intermediate,,CHEMBL627939,50597,N,1,1,,,BAO_0000218,178.0,
7696,,In vivo,Intermediate,,CHEMBL627940,50597,N,1,1,,,BAO_0000218,178.0,
7697,,In vivo,Intermediate,,CHEMBL627941,50597,N,1,1,,,BAO_0000218,178.0,
7698,,In vivo,Intermediate,,CHEMBL876800,50597,N,1,1,,,BAO_0000218,178.0,
7699,,In vivo,Intermediate,,CHEMBL627942,50597,N,1,1,,,BAO_0000218,178.0,
7700,,In vivo,Intermediate,,CHEMBL627943,50597,N,1,1,,,BAO_0000218,178.0,
7701,,In vivo,Intermediate,,CHEMBL627944,50597,N,1,1,,,BAO_0000218,178.0,
7702,,In vivo,Intermediate,,CHEMBL627945,50597,N,1,1,,,BAO_0000218,178.0,
7703,,In vivo,Intermediate,,CHEMBL628584,50597,N,1,1,,,BAO_0000218,178.0,
7704,,In vivo,Intermediate,,CHEMBL628585,50597,N,1,1,,,BAO_0000218,178.0,
7705,,In vivo,Intermediate,,CHEMBL628586,50597,N,1,1,,,BAO_0000218,178.0,
7706,,In vivo,Intermediate,,CHEMBL628587,50597,N,1,1,,,BAO_0000218,178.0,
7707,,In vivo,Intermediate,,CHEMBL628588,50597,N,1,1,,,BAO_0000218,178.0,
7708,,In vivo,Intermediate,,CHEMBL628589,50597,N,1,1,,,BAO_0000218,178.0,
7709,,In vivo,Intermediate,,CHEMBL625304,50597,N,1,1,,,BAO_0000218,178.0,
7710,,In vivo,Intermediate,,CHEMBL625305,50597,N,1,1,,,BAO_0000218,178.0,
7711,,In vivo,Intermediate,,CHEMBL625306,50597,N,1,1,,,BAO_0000218,178.0,
7712,,In vivo,Intermediate,,CHEMBL625307,50597,N,1,1,,,BAO_0000218,178.0,
7713,,In vivo,Intermediate,,CHEMBL625308,50597,N,1,1,,,BAO_0000218,178.0,
7714,,In vivo,Intermediate,,CHEMBL627740,50597,N,1,1,,,BAO_0000218,178.0,
7715,,In vivo,Intermediate,,CHEMBL627741,50597,N,1,1,,,BAO_0000218,178.0,
7716,,In vivo,Intermediate,,CHEMBL627742,50597,N,1,1,,,BAO_0000218,178.0,
7717,,In vivo,Intermediate,,CHEMBL627743,50597,N,1,1,,,BAO_0000218,178.0,
7718,,In vivo,Intermediate,,CHEMBL627744,50597,N,1,1,,,BAO_0000218,178.0,
7719,,In vivo,Intermediate,,CHEMBL627745,50597,N,1,1,,,BAO_0000218,10000001.0,
7720,,In vivo,Intermediate,,CHEMBL627746,50597,N,1,1,,,BAO_0000218,10000001.0,
7721,,In vivo,Intermediate,,CHEMBL627747,50597,N,1,1,,,BAO_0000218,10000001.0,
7722,,In vivo,Intermediate,,CHEMBL876810,50597,N,1,1,,,BAO_0000218,10000001.0,
7723,,In vivo,Intermediate,,CHEMBL627748,50597,N,1,1,,,BAO_0000218,10000001.0,
7724,,In vivo,Intermediate,,CHEMBL627749,50597,N,1,1,,,BAO_0000218,10000001.0,
7725,,In vivo,Intermediate,,CHEMBL627750,50597,N,1,1,,,BAO_0000218,10000001.0,
7726,,In vivo,Intermediate,,CHEMBL618728,50597,N,1,1,,,BAO_0000218,10000001.0,
7727,,In vivo,Intermediate,,CHEMBL618729,50597,N,1,1,,,BAO_0000218,10000001.0,
7728,,In vivo,Intermediate,,CHEMBL618730,50597,N,1,1,,,BAO_0000218,10000001.0,
7729,,In vivo,Intermediate,,CHEMBL618731,50597,N,1,1,,,BAO_0000218,10000001.0,
7730,,In vivo,Intermediate,,CHEMBL618732,50597,N,1,1,,,BAO_0000218,10000001.0,
7731,,In vivo,Intermediate,,CHEMBL618733,50597,N,1,1,,,BAO_0000218,10000001.0,
7732,,In vivo,Intermediate,,CHEMBL618734,50597,N,1,1,,,BAO_0000218,10000001.0,
7733,,In vivo,Intermediate,,CHEMBL618735,50597,N,1,1,,,BAO_0000218,10000001.0,
7734,,In vivo,Intermediate,,CHEMBL876602,50597,N,1,1,,,BAO_0000218,10000001.0,
7735,,In vivo,Intermediate,,CHEMBL618736,50597,N,1,1,,,BAO_0000218,10000001.0,
7736,,In vivo,Intermediate,,CHEMBL618737,50597,N,1,1,,,BAO_0000218,10000001.0,
7737,,In vivo,Intermediate,,CHEMBL618738,50597,N,1,1,,,BAO_0000218,10000001.0,
7738,,In vivo,Intermediate,,CHEMBL618739,50597,N,1,1,,,BAO_0000218,10000001.0,
7739,,In vivo,Intermediate,,CHEMBL618740,50597,N,1,1,,,BAO_0000218,10000001.0,
7740,,In vivo,Intermediate,,CHEMBL618741,50597,N,1,1,,,BAO_0000218,10000001.0,
7741,,In vivo,Intermediate,,CHEMBL618742,50597,N,1,1,,,BAO_0000218,10000001.0,
7742,,In vivo,Intermediate,,CHEMBL618743,50597,N,1,1,,,BAO_0000218,10000001.0,
7743,,In vivo,Intermediate,,CHEMBL618744,50597,N,1,1,,,BAO_0000218,1969.0,
7744,,,Intermediate,,CHEMBL618745,50597,N,1,1,,,BAO_0000218,,
7745,,In vivo,Intermediate,,CHEMBL620479,50597,N,1,1,,,BAO_0000218,,
7746,,In vivo,Intermediate,,CHEMBL620480,50597,N,1,1,,,BAO_0000218,,
7747,,In vivo,Intermediate,,CHEMBL620481,50597,N,1,1,,,BAO_0000218,,
7748,,,Intermediate,,CHEMBL620482,50597,N,1,1,,,BAO_0000218,,
7749,,,Intermediate,,CHEMBL876603,50597,N,1,1,,,BAO_0000218,,
7750,,In vivo,Intermediate,,CHEMBL620483,50597,N,1,1,,,BAO_0000218,,
7751,,In vivo,Intermediate,,CHEMBL620484,50597,N,1,1,,,BAO_0000218,,
7752,,In vivo,Intermediate,,CHEMBL620485,50597,N,1,1,,,BAO_0000218,,
7753,,In vivo,Intermediate,,CHEMBL620486,50597,N,1,1,,,BAO_0000218,,
7754,,In vivo,Intermediate,,CHEMBL620487,50597,N,1,1,,,BAO_0000218,,
7755,,In vivo,Intermediate,,CHEMBL620488,50597,N,1,1,,,BAO_0000218,,
7756,,In vivo,Intermediate,,CHEMBL620489,50597,N,1,1,,,BAO_0000218,,
7757,,In vivo,Intermediate,,CHEMBL620490,50597,N,1,1,,,BAO_0000218,,
7758,,In vivo,Intermediate,,CHEMBL620491,50597,N,1,1,,,BAO_0000218,,
7759,,In vivo,Intermediate,,CHEMBL876604,50597,N,1,1,,,BAO_0000218,1969.0,
7760,,In vivo,Intermediate,,CHEMBL620492,50597,N,1,1,,,BAO_0000218,,
7761,,In vivo,Intermediate,,CHEMBL620493,50597,N,1,1,,,BAO_0000218,,
7762,,In vivo,Intermediate,,CHEMBL620494,50597,N,1,1,,,BAO_0000218,,
7763,,,Intermediate,,CHEMBL620495,50597,N,1,1,,,BAO_0000218,1969.0,
7764,,In vivo,Intermediate,,CHEMBL620496,50597,N,1,1,,,BAO_0000218,1969.0,
7765,,In vivo,Intermediate,,CHEMBL620497,50597,N,1,1,,,BAO_0000218,1969.0,
7766,,,Intermediate,,CHEMBL620498,50597,N,1,1,,,BAO_0000218,1969.0,
7767,,In vivo,Intermediate,,CHEMBL620499,50597,N,1,1,,,BAO_0000218,1969.0,
7768,,,Intermediate,,CHEMBL620500,50597,N,1,1,,,BAO_0000218,1969.0,
7769,,In vivo,Intermediate,,CHEMBL873809,50597,N,1,1,,,BAO_0000218,1969.0,
7770,,In vivo,Intermediate,,CHEMBL620501,50597,N,1,1,,,BAO_0000218,,
7771,,In vivo,Intermediate,,CHEMBL620502,50597,N,1,1,,,BAO_0000218,,
7772,,In vivo,Intermediate,,CHEMBL620503,50597,N,1,1,,,BAO_0000218,,
7773,,In vivo,Intermediate,,CHEMBL620504,50597,N,1,1,,,BAO_0000218,,
7774,,In vivo,Intermediate,,CHEMBL876605,50597,N,1,1,,,BAO_0000218,,
7775,,In vivo,Intermediate,,CHEMBL620505,50597,N,1,1,,,BAO_0000218,,
7776,,In vivo,Intermediate,,CHEMBL873811,50597,N,1,1,,,BAO_0000218,1969.0,
7777,,In vivo,Expert,,CHEMBL624016,50597,N,1,1,,,BAO_0000218,,
7778,,,Intermediate,,CHEMBL624017,50597,N,1,1,,,BAO_0000218,,
7779,,,Intermediate,,CHEMBL624018,50597,N,1,1,,,BAO_0000218,,
7780,,,Intermediate,,CHEMBL624019,50597,N,1,1,,,BAO_0000218,,
7781,,In vivo,Intermediate,,CHEMBL624020,50597,N,1,1,,,BAO_0000218,955.0,
7782,,In vivo,Intermediate,,CHEMBL624201,50597,N,1,1,,,BAO_0000218,,
7783,,In vivo,Intermediate,,CHEMBL872528,50597,N,1,1,,,BAO_0000218,,
7784,,In vivo,Intermediate,,CHEMBL624202,50597,N,1,1,,,BAO_0000218,,
7785,,In vivo,Intermediate,,CHEMBL624203,50597,N,1,1,,,BAO_0000218,,
7786,,In vivo,Intermediate,,CHEMBL624350,50597,N,1,1,,,BAO_0000218,,
7787,,In vivo,Intermediate,,CHEMBL621320,50597,N,1,1,,,BAO_0000218,,
7788,,In vivo,Intermediate,,CHEMBL621321,50597,N,1,1,,,BAO_0000218,,
7789,,,Intermediate,,CHEMBL621322,50597,N,1,1,,,BAO_0000218,,
7790,,In vivo,Intermediate,,CHEMBL621323,50597,N,1,1,,,BAO_0000218,,
7791,,In vivo,Intermediate,,CHEMBL621324,50597,N,1,1,,,BAO_0000218,,
7792,,,Intermediate,,CHEMBL621325,50597,N,1,1,,,BAO_0000218,,
7793,,In vivo,Intermediate,,CHEMBL875837,50597,N,1,1,,,BAO_0000218,1969.0,
7794,,In vivo,Intermediate,,CHEMBL621326,50597,N,1,1,,,BAO_0000218,1969.0,
7795,,In vivo,Intermediate,,CHEMBL621327,50597,N,1,1,,,BAO_0000218,,
7796,,In vivo,Intermediate,,CHEMBL621328,50597,N,1,1,,,BAO_0000218,,
7797,,In vivo,Intermediate,,CHEMBL621329,50597,N,1,1,,,BAO_0000218,,
7798,,In vivo,Intermediate,,CHEMBL621330,50597,N,1,1,,,BAO_0000218,,
7799,,In vivo,Intermediate,,CHEMBL621331,50597,N,1,1,,,BAO_0000218,,
7800,,In vivo,Intermediate,,CHEMBL621332,50597,N,1,1,,,BAO_0000218,,
7801,,In vivo,Intermediate,,CHEMBL621333,50597,N,1,1,,,BAO_0000218,,
7802,,In vivo,Intermediate,,CHEMBL621334,50597,N,1,1,,,BAO_0000218,,
7803,,,Intermediate,,CHEMBL621335,50594,N,1,1,,,BAO_0000218,,
7804,,,Intermediate,,CHEMBL621336,50588,N,1,1,,,BAO_0000218,,
7805,,,Intermediate,,CHEMBL621337,50597,N,1,1,,,BAO_0000218,,
7806,,,Intermediate,,CHEMBL621338,50588,N,1,1,,,BAO_0000218,,
7807,,,Intermediate,,CHEMBL875838,50588,N,1,1,,,BAO_0000218,,
7808,,,Intermediate,,CHEMBL621339,50588,N,1,1,,,BAO_0000218,,
7809,,,Intermediate,,CHEMBL621340,50588,N,1,1,,,BAO_0000218,,
7810,,,Autocuration,,CHEMBL621341,22224,U,0,1,,,BAO_0000218,,
7811,,,Autocuration,,CHEMBL621342,22224,U,0,1,,,BAO_0000019,,
7812,,,Autocuration,,CHEMBL621343,22224,U,0,1,,,BAO_0000019,,
7813,,,Intermediate,,CHEMBL621344,50594,N,1,1,,,BAO_0000218,,
7814,,,Intermediate,,CHEMBL621345,50594,N,1,1,,,BAO_0000218,,
7815,,,Autocuration,,CHEMBL621346,22224,U,0,1,,,BAO_0000019,,
7816,,,Autocuration,,CHEMBL621347,22224,U,0,1,,,BAO_0000218,,
7817,,,Intermediate,,CHEMBL621348,50588,N,1,1,,,BAO_0000218,,
7818,,,Autocuration,,CHEMBL621349,22224,U,0,1,,,BAO_0000019,178.0,
7819,,,Autocuration,,CHEMBL621350,22224,U,0,1,,,BAO_0000019,178.0,
7820,,,Autocuration,,CHEMBL875839,22224,U,0,1,,,BAO_0000019,178.0,
7821,,,Autocuration,,CHEMBL620211,22224,U,0,1,,,BAO_0000019,178.0,
7822,,,Autocuration,,CHEMBL620212,22224,U,0,1,,,BAO_0000019,178.0,
7823,,,Autocuration,,CHEMBL620213,22224,U,0,1,,,BAO_0000019,178.0,
7824,,,Intermediate,,CHEMBL620214,50797,N,1,1,,,BAO_0000218,1969.0,
7825,,,Intermediate,,CHEMBL620215,50797,N,1,1,,,BAO_0000218,1969.0,
