FiY,UrIs,SecID,ICTAAToFoDeve,OrganiSu,SecNa,FCeID,IRTCPerc,Dese,DivN,OrgCl,BilaAMar,GenEqua,TraDevel,SecPerc,Sta,ProjNu,IndIss,RegProg,ProBroCouID,ClChaAdap,BrID,SeN,FuCenN,SeID,ChIss,YouIss,DisabIss,KnowlFDeve,OrgaID,OrganiN,OrganiTy,ContID,ConN,CouRegID,CouReNa,CounRegPerc,AmSp
2009/2010,0,72010,0,INTERNATIONAL NGO,Material relief assistance and services,5311,0.0,0,MHDInternational Humanitarian Assistance,Civil Society,1,1,0,1.0,Terminating,M013172001,0,0,X3,0,B5100,MHO Huma Organization & Food Assistance,MHO Non Food - CORE,S5330,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,3,Asia,X3,Asia MC,0.3,900000.0
2009/2010,0,72010,0,INTERNATIONAL NGO,Material relief assistance and services,5311,0.0,0,MHDInternational Humanitarian Assistance,Civil Society,1,1,0,1.0,Terminating,M013172001,0,0,X4,0,B5100,MHO Huma Organization & Food Assistance,MHO Non Food - CORE,S5330,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,5,Europe,X4,Europe MC,0.05,150000.0
2009/2010,0,72010,0,INTERNATIONAL NGO,Material relief assistance and services,5311,0.0,0,MHDInternational Humanitarian Assistance,Civil Society,1,1,0,1.0,Terminating,M013173001,0,0,X1,0,B5100,MHO Huma Organization & Food Assistance,MHO Non Food - CORE,S5330,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,2,Africa,X1,Africa MC,0.5,1500000.0
2009/2010,0,72010,0,INTERNATIONAL NGO,Material relief assistance and services,5311,0.0,0,MHDInternational Humanitarian Assistance,Civil Society,1,1,0,1.0,Terminating,M013173001,0,0,X2,0,B5100,MHO Huma Organization & Food Assistance,MHO Non Food - CORE,S5330,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,1,America,X2,Americas MC,0.15,450000.0
2009/2010,0,72010,0,INTERNATIONAL NGO,Material relief assistance and services,5311,0.0,0,MHDInternational Humanitarian Assistance,Civil Society,1,1,0,1.0,Terminating,M013173001,0,0,X3,0,B5100,MHO Huma Organization & Food Assistance,MHO Non Food - CORE,S5330,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,3,Asia,X3,Asia MC,0.3,900000.0
2009/2010,0,72010,0,INTERNATIONAL NGO,Material relief assistance and services,5311,0.0,0,MHDInternational Humanitarian Assistance,Civil Society,1,1,0,1.0,Terminating,M013173001,0,0,X4,0,B5100,MHO Huma Organization & Food Assistance,MHO Non Food - CORE,S5330,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,5,Europe,X4,Europe MC,0.05,150000.0
2009/2010,0,72010,0,NGO,Material relief assistance and services,5303,0.0,0,MHDInternational Humanitarian Assistance,Civil Society,1,0,0,1.0,Closed,M013174001,0,0,LK,0,B5100,MHI International Humanitarian Assis ops,MHI Non-Food INIT,S5320,0,0,0,0,1015332,Mines Advisory Group,Foreign Non-Profit Making,3,Asia,LK,Sri Lanka,1.0,500000.0
2009/2010,0,72010,0,NGO,Material relief assistance and services,5303,0.0,0,MHDInternational Humanitarian Assistance,Civil Society,1,0,0,1.0,Closed,M013175001,0,0,LK,0,B5100,MHI International Humanitarian Assis ops,MHI Non-Food INIT,S5320,0,0,0,0,1015331,The Halo Trust,Foreign Non-Profit Making,3,Asia,LK,Sri Lanka,1.0,500000.0
2009/2010,0,72050,0,NGO,Relief co-ordination; protection and support services,5230,0.0,0,MHDInternational Humanitarian Assistance,Civil Society,1,0,0,1.0,Closed,M013176001,0,0,X1,0,B5100,MHO Huma Organization & Food Assistance,MHO Inst Strengtherning,S5330,0,0,0,1,1002035,International Crisis Group,Foreign Non-Profit Making,2,Africa,X1,Africa MC,0.5,150000.0
2009/2010,0,72050,0,NGO,Relief co-ordination; protection and support services,5230,0.0,0,MHDInternational Humanitarian Assistance,Civil Society,1,0,0,1.0,Closed,M013176001,0,0,X2,0,B5100,MHO Huma Organization & Food Assistance,MHO Inst Strengtherning,S5330,0,0,0,1,1002035,International Crisis Group,Foreign Non-Profit Making,1,America,X2,Americas MC,0.1,30000.0
2009/2010,0,72050,0,NGO,Relief co-ordination; protection and support services,5230,0.0,0,MHDInternational Humanitarian Assistance,Civil Society,1,0,0,1.0,Closed,M013176001,0,0,X3,0,B5100,MHO Huma Organization & Food Assistance,MHO Inst Strengtherning,S5330,0,0,0,1,1002035,International Crisis Group,Foreign Non-Profit Making,3,Asia,X3,Asia MC,0.3,90000.0
2009/2010,0,72050,0,NGO,Relief co-ordination; protection and support services,5230,0.0,0,MHDInternational Humanitarian Assistance,Civil Society,1,0,0,1.0,Closed,M013176001,0,0,X4,0,B5100,MHO Huma Organization & Food Assistance,MHO Inst Strengtherning,S5330,0,0,0,1,1002035,International Crisis Group,Foreign Non-Profit Making,5,Europe,X4,Europe MC,0.1,30000.0
2009/2010,0,72040,0,UNITED NATIONS,Emergency food aid,5309,0.0,0,MHDInternational Humanitarian Assistance,Multilateral,1,0,0,1.0,Closed,M013177001,0,0,YE,0,B5100,MHI International Humanitarian Assis ops,MHI Food INIT,S5320,0,0,0,0,1001721,WFP - World Food Programme,Foreign Non-Profit Making,3,Asia,YE,Yemen,1.0,500000.0
2009/2010,0,72040,0,UNITED NATIONS,Emergency food aid,5309,0.0,0,MHDInternational Humanitarian Assistance,Multilateral,1,0,0,1.0,Closed,M013178001,0,0,CO,0,B5100,MHI International Humanitarian Assis ops,MHI Food INIT,S5320,0,0,0,0,1001721,WFP - World Food Programme,Foreign Non-Profit Making,1,America,CO,Colombia,1.0,1500000.0
2009/2010,0,72040,0,UNITED NATIONS,Emergency food aid,5309,0.0,0,MHDInternational Humanitarian Assistance,Multilateral,1,1,0,1.0,Closed,M013180001,0,0,TD,0,B5100,MHI International Humanitarian Assis ops,MHI Food INIT,S5320,0,0,0,0,1001721,WFP - World Food Programme,Foreign Non-Profit Making,2,Africa,TD,Chad,1.0,6500000.0
2009/2010,0,72040,0,UNITED NATIONS,Emergency food aid,5309,0.0,0,MHDInternational Humanitarian Assistance,Multilateral,1,0,0,1.0,Closed,M013181001,0,0,SD,0,B5100,MHI International Humanitarian Assis ops,MHI Food INIT,S5320,0,0,0,0,1001721,WFP - World Food Programme,Foreign Non-Profit Making,2,Africa,SD,Sudan,1.0,3950000.0
2009/2010,0,72010,0,UNITED NATIONS,Material relief assistance and services,5311,0.0,0,MHDInternational Humanitarian Assistance,Multilateral,0,1,0,1.0,Closed,M013182001,0,0,X1,0,B5100,MHO Huma Organization & Food Assistance,MHO Non Food - CORE,S5330,0,0,0,0,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,2,Africa,X1,Africa MC,0.45,6300000.0
2009/2010,0,72010,0,UNITED NATIONS,Material relief assistance and services,5311,0.0,0,MHDInternational Humanitarian Assistance,Multilateral,0,1,0,1.0,Closed,M013182001,0,0,X2,0,B5100,MHO Huma Organization & Food Assistance,MHO Non Food - CORE,S5330,0,0,0,0,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,1,America,X2,Americas MC,0.05,700000.0
2009/2010,0,72010,0,UNITED NATIONS,Material relief assistance and services,5311,0.0,0,MHDInternational Humanitarian Assistance,Multilateral,0,1,0,1.0,Closed,M013182001,0,0,X3,0,B5100,MHO Huma Organization & Food Assistance,MHO Non Food - CORE,S5330,0,0,0,0,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,3,Asia,X3,Asia MC,0.45,6300000.0
2009/2010,0,72010,0,UNITED NATIONS,Material relief assistance and services,5311,0.0,0,MHDInternational Humanitarian Assistance,Multilateral,0,1,0,1.0,Closed,M013182001,0,0,X4,0,B5100,MHO Huma Organization & Food Assistance,MHO Non Food - CORE,S5330,0,0,0,0,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,5,Europe,X4,Europe MC,0.05,700000.0
2009/2010,0,72010,0,INTERNATIONAL NGO,Material relief assistance and services,5303,0.0,0,MHDInternational Humanitarian Assistance,Civil Society,1,0,0,1.0,Closed,M013183001,0,0,X3,0,B5100,MHI International Humanitarian Assis ops,MHI Non-Food INIT,S5320,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,3,Asia,X3,Asia MC,1.0,500000.0
2009/2010,0,72050,0,UNITED NATIONS,Relief co-ordination; protection and support services,5303,0.0,0,MHDInternational Humanitarian Assistance,Multilateral,1,0,0,1.0,Closed,M013184001,0,0,X1,0,B5100,MHI International Humanitarian Assis ops,MHI Non-Food INIT,S5320,0,0,0,0,1003586,OCHA - Office for the Coordination of Humanitarian Affairs,Foreign Non-Profit Making,2,Africa,X1,Africa MC,0.5,1350000.0
2009/2010,0,72050,0,UNITED NATIONS,Relief co-ordination; protection and support services,5303,0.0,0,MHDInternational Humanitarian Assistance,Multilateral,1,0,0,1.0,Closed,M013184001,0,0,X2,0,B5100,MHI International Humanitarian Assis ops,MHI Non-Food INIT,S5320,0,0,0,0,1003586,OCHA - Office for the Coordination of Humanitarian Affairs,Foreign Non-Profit Making,1,America,X2,Americas MC,0.15,405000.0
2009/2010,0,72050,0,UNITED NATIONS,Relief co-ordination; protection and support services,5303,0.0,0,MHDInternational Humanitarian Assistance,Multilateral,1,0,0,1.0,Closed,M013184001,0,0,X3,0,B5100,MHI International Humanitarian Assis ops,MHI Non-Food INIT,S5320,0,0,0,0,1003586,OCHA - Office for the Coordination of Humanitarian Affairs,Foreign Non-Profit Making,3,Asia,X3,Asia MC,0.3,810000.0
2009/2010,0,72050,0,UNITED NATIONS,Relief co-ordination; protection and support services,5303,0.0,0,MHDInternational Humanitarian Assistance,Multilateral,1,0,0,1.0,Closed,M013184001,0,0,X4,0,B5100,MHI International Humanitarian Assis ops,MHI Non-Food INIT,S5320,0,0,0,0,1003586,OCHA - Office for the Coordination of Humanitarian Affairs,Foreign Non-Profit Making,5,Europe,X4,Europe MC,0.05,135000.0
2009/2010,0,31110,0,IFI,Agricultural policy and administrative management,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.2,Operational,M013185001,0,0,AF,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,AF,Afghanistan,0.0065,39000.0
2009/2010,0,31120,0,IFI,Agricultural development,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.2,Operational,M013185001,0,0,AF,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,AF,Afghanistan,0.0065,39000.0
2009/2010,0,31150,0,IFI,Agricultural inputs,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,AF,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,AF,Afghanistan,0.0065,19500.0
2009/2010,0,31161,0,IFI,Food crop production,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,AF,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,AF,Afghanistan,0.0065,19500.0
2009/2010,0,31166,0,IFI,Agricultural extension,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,AF,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,AF,Afghanistan,0.0065,19500.0
2009/2010,0,31182,0,IFI,Agricultural research,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,AF,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,AF,Afghanistan,0.0065,19500.0
2009/2010,0,31191,0,IFI,Agricultural services,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,AF,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,AF,Afghanistan,0.0065,19500.0
2009/2010,0,31193,0,IFI,Agricultural financial services,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,AF,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,AF,Afghanistan,0.0065,19500.0
2009/2010,0,31110,0,IFI,Agricultural policy and administrative management,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.2,Operational,M013185001,0,0,BD,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,BD,Bangladesh,0.105,630000.0
2009/2010,0,31120,0,IFI,Agricultural development,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.2,Operational,M013185001,0,0,BD,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,BD,Bangladesh,0.105,630000.0
2009/2010,0,31150,0,IFI,Agricultural inputs,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,BD,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,BD,Bangladesh,0.105,315000.0
2009/2010,0,31161,0,IFI,Food crop production,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,BD,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,BD,Bangladesh,0.105,315000.0
2009/2010,0,31166,0,IFI,Agricultural extension,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,BD,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,BD,Bangladesh,0.105,315000.0
2009/2010,0,31182,0,IFI,Agricultural research,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,BD,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,BD,Bangladesh,0.105,315000.0
2009/2010,0,31191,0,IFI,Agricultural services,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,BD,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,BD,Bangladesh,0.105,315000.0
2009/2010,0,31193,0,IFI,Agricultural financial services,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,BD,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,BD,Bangladesh,0.105,315000.0
2009/2010,0,31110,0,IFI,Agricultural policy and administrative management,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.2,Operational,M013185001,0,0,BI,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,BI,Burundi,0.0081,48600.0
2009/2010,0,31120,0,IFI,Agricultural development,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.2,Operational,M013185001,0,0,BI,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,BI,Burundi,0.0081,48600.0
2009/2010,0,31150,0,IFI,Agricultural inputs,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,BI,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,BI,Burundi,0.0081,24300.0
2009/2010,0,31161,0,IFI,Food crop production,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,BI,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,BI,Burundi,0.0081,24300.0
2009/2010,0,31166,0,IFI,Agricultural extension,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,BI,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,BI,Burundi,0.0081,24300.0
2009/2010,0,31182,0,IFI,Agricultural research,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,BI,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,BI,Burundi,0.0081,24300.0
2009/2010,0,31191,0,IFI,Agricultural services,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,BI,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,BI,Burundi,0.0081,24300.0
2009/2010,0,31193,0,IFI,Agricultural financial services,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,BI,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,BI,Burundi,0.0081,24300.0
2009/2010,0,31110,0,IFI,Agricultural policy and administrative management,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.2,Operational,M013185001,0,0,BJ,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,BJ,Benin,0.0073,43800.0
2009/2010,0,31120,0,IFI,Agricultural development,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.2,Operational,M013185001,0,0,BJ,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,BJ,Benin,0.0073,43800.0
2009/2010,0,31150,0,IFI,Agricultural inputs,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,BJ,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,BJ,Benin,0.0073,21900.0
2009/2010,0,31161,0,IFI,Food crop production,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,BJ,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,BJ,Benin,0.0073,21900.0
2009/2010,0,31166,0,IFI,Agricultural extension,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,BJ,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,BJ,Benin,0.0073,21900.0
2009/2010,0,31182,0,IFI,Agricultural research,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,BJ,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,BJ,Benin,0.0073,21900.0
2009/2010,0,31191,0,IFI,Agricultural services,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,BJ,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,BJ,Benin,0.0073,21900.0
2009/2010,0,31193,0,IFI,Agricultural financial services,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,BJ,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,BJ,Benin,0.0073,21900.0
2009/2010,0,31110,0,IFI,Agricultural policy and administrative management,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.2,Operational,M013185001,0,0,CF,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,CF,Central Afr.Rep,0.0057,34200.0
2009/2010,0,31120,0,IFI,Agricultural development,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.2,Operational,M013185001,0,0,CF,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,CF,Central Afr.Rep,0.0057,34200.0
2009/2010,0,31150,0,IFI,Agricultural inputs,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,CF,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,CF,Central Afr.Rep,0.0057,17100.0
2009/2010,0,31161,0,IFI,Food crop production,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,CF,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,CF,Central Afr.Rep,0.0057,17100.0
2009/2010,0,31166,0,IFI,Agricultural extension,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,CF,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,CF,Central Afr.Rep,0.0057,17100.0
2009/2010,0,31182,0,IFI,Agricultural research,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,CF,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,CF,Central Afr.Rep,0.0057,17100.0
2009/2010,0,31191,0,IFI,Agricultural services,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,CF,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,CF,Central Afr.Rep,0.0057,17100.0
2009/2010,0,31193,0,IFI,Agricultural financial services,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.1,Operational,M013185001,0,0,CF,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,CF,Central Afr.Rep,0.0057,17100.0
2009/2010,0,31110,0,IFI,Agricultural policy and administrative management,5461,0.0,0,MED Economic Development,Multilateral,1,1,1,0.2,Operational,M013185001,0,0,DJ,0,B5100,*Bretton Woods Inst Fin Prog,*World Bank Group,S5460,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,DJ,Djibouti,0.004,24000.0
