assays_ASSI,assays_CURB,assays_ASORGA,assays_VARI,assays_ASSSTR,assays_DI,assays_ASSCAT,assays_ASSTTY,assays_ASSUBCELFRA,assays_T,assays_AST,assays_SRI,assays_SRASI,assays_CHEI,assays_CI,assays_BAFO,assays_TII
7544,Intermediate,Rattus norvegicus,,,2864,,In vivo,,50597,A,1,,CHEMBL618665,,BAO_0000218,
7545,Intermediate,Rattus norvegicus,,,6362,,,,50597,A,1,,CHEMBL876498,,BAO_0000218,
7546,Intermediate,Rattus norvegicus,,,6249,,,,50597,A,1,,CHEMBL618666,,BAO_0000218,
7547,Intermediate,Rattus norvegicus,,,3169,,,,50597,A,1,,CHEMBL620440,,BAO_0000218,
7548,Intermediate,Rattus norvegicus,,,3169,,,,50597,A,1,,CHEMBL620441,,BAO_0000218,
7549,Intermediate,Rattus norvegicus,,,3169,,,,50597,A,1,,CHEMBL620442,,BAO_0000218,
7550,Intermediate,Rattus norvegicus,,,17260,,In vivo,,50597,A,1,,CHEMBL620443,,BAO_0000218,
7551,Intermediate,Rattus norvegicus,,,17260,,In vivo,,50597,A,1,,CHEMBL620444,,BAO_0000218,
7552,Intermediate,Rattus norvegicus,,,17260,,In vivo,,50597,A,1,,CHEMBL620445,,BAO_0000218,
7553,Intermediate,Rattus norvegicus,,,17260,,In vivo,,50597,A,1,,CHEMBL620446,,BAO_0000218,
7554,Intermediate,Rattus norvegicus,,,2879,,,,50597,A,1,,CHEMBL620447,,BAO_0000218,1969.0
7555,Intermediate,Rattus norvegicus,,,2879,,,,50597,A,1,,CHEMBL621129,,BAO_0000218,1969.0
7556,Intermediate,Rattus norvegicus,,,2879,,,,50597,A,1,,CHEMBL621130,,BAO_0000218,1969.0
7557,Intermediate,Rattus norvegicus,,,3184,,In vivo,,50597,A,1,,CHEMBL873808,,BAO_0000218,
7558,Intermediate,Rattus norvegicus,,,4891,,In vivo,,50597,A,1,,CHEMBL876598,,BAO_0000218,
7559,Intermediate,Rattus norvegicus,,,429,,In vivo,,50597,A,1,,CHEMBL621131,,BAO_0000218,
7560,Intermediate,Rattus norvegicus,,,5656,,In vivo,,50597,A,1,,CHEMBL621132,,BAO_0000218,
7561,Intermediate,Rattus norvegicus,,,4413,,In vivo,,50597,A,1,,CHEMBL621133,,BAO_0000218,
7562,Expert,Rattus norvegicus,,,3598,,In vivo,,50597,A,1,,CHEMBL621312,,BAO_0000218,
7563,Intermediate,Rattus norvegicus,,,17267,,,,50597,A,1,,CHEMBL621313,,BAO_0000218,
7564,Intermediate,Rattus norvegicus,,,4727,,,,50597,A,1,,CHEMBL621314,,BAO_0000218,178.0
7565,Intermediate,Rattus norvegicus,,,17651,,In vivo,,50597,A,1,,CHEMBL621315,,BAO_0000218,
7566,Intermediate,Rattus norvegicus,,,17651,,In vivo,,50597,A,1,,CHEMBL621316,,BAO_0000218,
7567,Intermediate,Rattus norvegicus,,,401,,,,50597,A,1,,CHEMBL621317,,BAO_0000218,
7568,Intermediate,Rattus norvegicus,,,4942,,,,50597,A,1,,CHEMBL621318,,BAO_0000218,
7569,Intermediate,Rattus norvegicus,,,17735,,In vivo,,50597,A,1,,CHEMBL621319,,BAO_0000218,
7570,Intermediate,Rattus norvegicus,,,6056,,In vivo,,50597,A,1,,CHEMBL621377,,BAO_0000218,
7571,Intermediate,Rattus norvegicus,,,5213,,,,50597,A,1,,CHEMBL621378,,BAO_0000218,
7572,Intermediate,Rattus norvegicus,,,6616,,In vivo,,50597,A,1,,CHEMBL876599,,BAO_0000218,
7573,Intermediate,Rattus norvegicus,,,5937,,In vivo,,50597,A,1,,CHEMBL621379,,BAO_0000218,
7574,Intermediate,Rattus norvegicus,,,5819,,,,50597,A,1,,CHEMBL621380,,BAO_0000218,1969.0
7575,Intermediate,Rattus norvegicus,,,5819,,,,50597,A,1,,CHEMBL621381,,BAO_0000218,1969.0
7576,Intermediate,Rattus norvegicus,,,6803,,,,50597,A,1,,CHEMBL618515,,BAO_0000218,
7577,Intermediate,Rattus norvegicus,,,17804,,In vivo,,50597,A,1,,CHEMBL618516,,BAO_0000218,
7578,Intermediate,Rattus norvegicus,,,17804,,In vivo,,50597,A,1,,CHEMBL618517,,BAO_0000218,
7579,Intermediate,Rattus norvegicus,,,5948,,,,50597,A,1,,CHEMBL618518,,BAO_0000218,
7580,Intermediate,Rattus norvegicus,,,1916,,In vivo,,50597,A,1,,CHEMBL618519,,BAO_0000218,
7581,Intermediate,Rattus norvegicus,,,1916,,In vivo,,50597,A,1,,CHEMBL618698,,BAO_0000218,
7582,Intermediate,Rattus norvegicus,,,1916,,In vivo,,50597,A,1,,CHEMBL618862,,BAO_0000218,
7583,Intermediate,Rattus norvegicus,,,4890,,In vivo,,50597,A,1,,CHEMBL618863,,BAO_0000218,
7584,Intermediate,Rattus norvegicus,,,17764,,In vivo,,50597,A,1,,CHEMBL618864,,BAO_0000218,
7585,Intermediate,Rattus norvegicus,,,4727,,In vivo,,50597,A,1,,CHEMBL618865,,BAO_0000218,
7586,Intermediate,Rattus norvegicus,,,17509,,In vivo,,50597,A,1,,CHEMBL618866,,BAO_0000218,
7587,Intermediate,Rattus norvegicus,,,17509,,In vivo,,50597,A,1,,CHEMBL618867,,BAO_0000218,
7588,Intermediate,Rattus norvegicus,,,6597,,,,50597,A,1,,CHEMBL875828,,BAO_0000218,
7589,Intermediate,Rattus norvegicus,,,17735,,In vivo,,50597,A,1,,CHEMBL618868,,BAO_0000218,
7590,Intermediate,Rattus norvegicus,,,6597,,,,50597,A,1,,CHEMBL618869,,BAO_0000218,
7591,Intermediate,Rattus norvegicus,,,17670,,In vivo,,50597,A,1,,CHEMBL618870,,BAO_0000218,
7592,Intermediate,Rattus norvegicus,,,1696,,,,50597,A,1,,CHEMBL618871,,BAO_0000218,1969.0
7593,Intermediate,Rattus norvegicus,,,1742,,,,50597,A,1,,CHEMBL618872,,BAO_0000218,1969.0
7594,Intermediate,Rattus norvegicus,,,17800,,,,50597,A,1,,CHEMBL873816,,BAO_0000218,
7595,Autocuration,,,,12923,,,,22224,A,1,,CHEMBL618873,,BAO_0000218,
7596,Autocuration,,,,11954,,,,22224,A,1,,CHEMBL621602,,BAO_0000019,
7597,Autocuration,,,,11954,,,,22224,A,1,,CHEMBL621603,,BAO_0000218,
7598,Autocuration,,,,11954,,,,22224,A,1,,CHEMBL621604,,BAO_0000218,
7599,Autocuration,,,,11954,,,,22224,A,1,,CHEMBL621605,,BAO_0000218,
7600,Autocuration,,,,11954,,,,22224,A,1,,CHEMBL621606,,BAO_0000218,
7601,Autocuration,,,,11954,,,,22224,A,1,,CHEMBL621607,,BAO_0000218,
7602,Autocuration,,,,11954,,,,22224,A,1,,CHEMBL621608,,BAO_0000218,
7603,Autocuration,,,,5237,,,,22224,A,1,,CHEMBL621609,,BAO_0000019,
7604,Autocuration,,,,4026,,,,22224,A,1,,CHEMBL621610,,BAO_0000218,
7605,Intermediate,Rattus norvegicus,,,5237,,,,50597,A,1,,CHEMBL621611,,BAO_0000218,
7606,Intermediate,Rattus norvegicus,,,14793,,,,50597,A,1,,CHEMBL621612,,BAO_0000218,
7607,Intermediate,Rattus norvegicus,,,14793,,,,50597,A,1,,CHEMBL622308,,BAO_0000218,
7608,Intermediate,Rattus norvegicus,,,14793,,,,50597,A,1,,CHEMBL622309,,BAO_0000218,
7609,Intermediate,Rattus norvegicus,,,14793,,,,50597,A,1,,CHEMBL622310,,BAO_0000218,
7610,Intermediate,Rattus norvegicus,,,14793,,,,50597,A,1,,CHEMBL622311,,BAO_0000218,
7611,Intermediate,Rattus norvegicus,,,14793,,,,50597,A,1,,CHEMBL622312,,BAO_0000218,
7612,Intermediate,Rattus norvegicus,,,14793,,,,50597,A,1,,CHEMBL622931,,BAO_0000218,
7613,Intermediate,Rattus norvegicus,,,14793,,,,50597,A,1,,CHEMBL622932,,BAO_0000218,
7614,Intermediate,Rattus norvegicus,,,14793,,,,50597,A,1,,CHEMBL622736,,BAO_0000218,1969.0
7615,Intermediate,Rattus norvegicus,,,14793,,,,50597,A,1,,CHEMBL622737,,BAO_0000218,1969.0
7616,Intermediate,Rattus norvegicus,,,14793,,,,50597,A,1,,CHEMBL622738,,BAO_0000218,1969.0
7617,Intermediate,Rattus norvegicus,,,14793,,,,50597,A,1,,CHEMBL622739,,BAO_0000218,1969.0
7618,Intermediate,Rattus norvegicus,,,14793,,,,50597,A,1,,CHEMBL622740,,BAO_0000218,1969.0
7619,Intermediate,Rattus norvegicus,,,14793,,,,50597,A,1,,CHEMBL622741,,BAO_0000218,1969.0
7620,Intermediate,Rattus norvegicus,,,14793,,,,50597,A,1,,CHEMBL622742,,BAO_0000218,1969.0
7621,Intermediate,Rattus norvegicus,,,14793,,,,50597,A,1,,CHEMBL622743,,BAO_0000218,1969.0
7622,Intermediate,Mus musculus,,,11637,,,,50594,A,1,,CHEMBL622744,,BAO_0000218,1969.0
7623,Autocuration,,,,11149,,,,22224,A,1,,CHEMBL624134,,BAO_0000019,
7624,Autocuration,,,,10016,,,,22224,A,1,,CHEMBL624135,,BAO_0000019,
7625,Intermediate,Rattus norvegicus,,,17796,,,,50597,A,1,,CHEMBL624136,,BAO_0000218,
7626,Intermediate,Rattus norvegicus,,,17796,,,,50597,A,1,,CHEMBL624137,,BAO_0000218,
7627,Intermediate,Rattus norvegicus,,,17796,,,,50597,A,1,,CHEMBL624320,,BAO_0000218,
7628,Intermediate,Canis lupus familiaris,,,12923,,,,50588,A,1,,CHEMBL624321,,BAO_0000218,
7629,Intermediate,Rattus norvegicus,,,15372,,,,50597,A,1,,CHEMBL624322,,BAO_0000218,
7630,Intermediate,Rattus norvegicus,,,15372,,,,50597,A,1,,CHEMBL624323,,BAO_0000218,
7631,Intermediate,Rattus norvegicus,,,15372,,,,50597,A,1,,CHEMBL624324,,BAO_0000218,
7632,Intermediate,Rattus norvegicus,,,15372,,,,50597,A,1,,CHEMBL624325,,BAO_0000218,
7633,Intermediate,Rattus norvegicus,,,15372,,,,50597,A,1,,CHEMBL624326,,BAO_0000218,
7634,Intermediate,Rattus norvegicus,,,15372,,,,50597,A,1,,CHEMBL624327,,BAO_0000218,
7635,Intermediate,Rattus norvegicus,,,15372,,,,50597,A,1,,CHEMBL624328,,BAO_0000218,
7636,Intermediate,Canis lupus familiaris,,,14169,,,,50588,A,1,,CHEMBL627848,,BAO_0000218,
7637,Intermediate,Rattus norvegicus,,,14169,,,,50597,A,1,,CHEMBL627849,,BAO_0000218,
7638,Intermediate,Rattus norvegicus,,,14258,,,,50597,A,1,,CHEMBL627850,,BAO_0000218,
7639,Intermediate,Rattus norvegicus,,,14258,,,,50597,A,1,,CHEMBL627851,,BAO_0000218,
7640,Intermediate,Mus musculus,,,15011,,,,50594,A,1,,CHEMBL627852,,BAO_0000218,
7641,Intermediate,Mus musculus,,,15011,,,,50594,A,1,,CHEMBL627853,,BAO_0000218,
7642,Intermediate,Mus musculus,,,15011,,,,50594,A,1,,CHEMBL627854,,BAO_0000218,
7643,Intermediate,Mus musculus,,,15011,,,,50594,A,1,,CHEMBL627855,,BAO_0000218,
7644,Intermediate,Mus musculus,,,15011,,,,50594,A,1,,CHEMBL627856,,BAO_0000218,
7645,Intermediate,Mus musculus,,,15011,,,,50594,A,1,,CHEMBL875339,,BAO_0000218,
7646,Intermediate,Mus musculus,,,15011,,,,50594,A,1,,CHEMBL627857,,BAO_0000218,
7647,Intermediate,Rattus norvegicus,,,11195,,In vivo,,50597,A,1,,CHEMBL627858,,BAO_0000218,2106.0
7648,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL627859,,BAO_0000218,178.0
7649,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL627860,,BAO_0000218,955.0
7650,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL627019,,BAO_0000218,948.0
7651,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL627020,,BAO_0000218,2107.0
7652,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL627021,,BAO_0000218,2048.0
7653,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL627022,,BAO_0000218,2385.0
7654,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL627023,,BAO_0000218,
7655,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL627024,,BAO_0000218,2106.0
7656,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL627025,,BAO_0000218,2046.0
7657,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL627026,,BAO_0000218,2113.0
7658,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL627027,,BAO_0000218,178.0
7659,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL627028,,BAO_0000218,955.0
7660,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL627029,,BAO_0000218,948.0
7661,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL627030,,BAO_0000218,2113.0
7662,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL627031,,BAO_0000218,2107.0
7663,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL627032,,BAO_0000218,2048.0
7664,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL627033,,BAO_0000218,2385.0
7665,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL627034,,BAO_0000218,
7666,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL627035,,BAO_0000218,2106.0
7667,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL627036,,BAO_0000218,2046.0
7668,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL875340,,BAO_0000218,178.0
7669,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL627037,,BAO_0000218,948.0
7670,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL627038,,BAO_0000218,2113.0
7671,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL627039,,BAO_0000218,2107.0
7672,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL627040,,BAO_0000218,2385.0
7673,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL624663,,BAO_0000218,2106.0
7674,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL625963,,BAO_0000218,2046.0
7675,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL876799,,BAO_0000218,955.0
7676,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL626133,,BAO_0000218,2048.0
7677,Intermediate,Rattus norvegicus,,,10130,,,,50597,A,1,,CHEMBL626134,,BAO_0000218,
7678,Intermediate,Rattus norvegicus,,,6295,,,,50597,A,1,,CHEMBL626135,,BAO_0000218,
7679,Intermediate,Rattus norvegicus,,,6296,,,,50597,A,1,,CHEMBL626136,,BAO_0000218,
7680,Intermediate,Rattus norvegicus,,,6296,,,,50597,A,1,,CHEMBL626137,,BAO_0000218,
7681,Intermediate,Rattus norvegicus,,,6295,,,,50597,A,1,,CHEMBL626138,,BAO_0000218,
7682,Intermediate,Rattus norvegicus,,,6296,,,,50597,A,1,,CHEMBL626139,,BAO_0000218,
7683,Intermediate,Rattus norvegicus,,,17260,,In vivo,,50597,A,1,,CHEMBL626140,,BAO_0000218,
7684,Intermediate,Rattus norvegicus,,,17260,,In vivo,,50597,A,1,,CHEMBL626141,,BAO_0000218,
7685,Intermediate,Rattus norvegicus,,,17686,,,,50597,A,1,,CHEMBL626142,,BAO_0000218,
7686,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627930,,BAO_0000218,2385.0
7687,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627931,,BAO_0000218,2385.0
7688,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627932,,BAO_0000218,2385.0
7689,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627933,,BAO_0000218,2106.0
7690,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627934,,BAO_0000218,2106.0
7691,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627935,,BAO_0000218,2106.0
7692,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627936,,BAO_0000218,178.0
7693,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627937,,BAO_0000218,178.0
7694,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627938,,BAO_0000218,178.0
7695,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627939,,BAO_0000218,178.0
7696,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627940,,BAO_0000218,178.0
7697,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627941,,BAO_0000218,178.0
7698,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL876800,,BAO_0000218,178.0
7699,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627942,,BAO_0000218,178.0
7700,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627943,,BAO_0000218,178.0
7701,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627944,,BAO_0000218,178.0
7702,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627945,,BAO_0000218,178.0
7703,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL628584,,BAO_0000218,178.0
7704,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL628585,,BAO_0000218,178.0
7705,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL628586,,BAO_0000218,178.0
7706,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL628587,,BAO_0000218,178.0
7707,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL628588,,BAO_0000218,178.0
7708,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL628589,,BAO_0000218,178.0
7709,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL625304,,BAO_0000218,178.0
7710,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL625305,,BAO_0000218,178.0
7711,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL625306,,BAO_0000218,178.0
7712,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL625307,,BAO_0000218,178.0
7713,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL625308,,BAO_0000218,178.0
7714,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627740,,BAO_0000218,178.0
7715,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627741,,BAO_0000218,178.0
7716,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627742,,BAO_0000218,178.0
7717,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627743,,BAO_0000218,178.0
7718,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627744,,BAO_0000218,178.0
7719,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627745,,BAO_0000218,10000001.0
7720,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627746,,BAO_0000218,10000001.0
7721,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627747,,BAO_0000218,10000001.0
7722,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL876810,,BAO_0000218,10000001.0
7723,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627748,,BAO_0000218,10000001.0
7724,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627749,,BAO_0000218,10000001.0
7725,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL627750,,BAO_0000218,10000001.0
7726,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL618728,,BAO_0000218,10000001.0
7727,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL618729,,BAO_0000218,10000001.0
7728,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL618730,,BAO_0000218,10000001.0
7729,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL618731,,BAO_0000218,10000001.0
7730,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL618732,,BAO_0000218,10000001.0
7731,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL618733,,BAO_0000218,10000001.0
7732,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL618734,,BAO_0000218,10000001.0
7733,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL618735,,BAO_0000218,10000001.0
7734,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL876602,,BAO_0000218,10000001.0
7735,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL618736,,BAO_0000218,10000001.0
7736,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL618737,,BAO_0000218,10000001.0
7737,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL618738,,BAO_0000218,10000001.0
7738,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL618739,,BAO_0000218,10000001.0
7739,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL618740,,BAO_0000218,10000001.0
7740,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL618741,,BAO_0000218,10000001.0
7741,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL618742,,BAO_0000218,10000001.0
7742,Intermediate,Rattus norvegicus,,,9866,,In vivo,,50597,A,1,,CHEMBL618743,,BAO_0000218,10000001.0
7743,Intermediate,Rattus norvegicus,,,17752,,In vivo,,50597,A,1,,CHEMBL618744,,BAO_0000218,1969.0
7744,Intermediate,Rattus norvegicus,,,5610,,,,50597,A,1,,CHEMBL618745,,BAO_0000218,
7745,Intermediate,Rattus norvegicus,,,5939,,In vivo,,50597,A,1,,CHEMBL620479,,BAO_0000218,
7746,Intermediate,Rattus norvegicus,,,5939,,In vivo,,50597,A,1,,CHEMBL620480,,BAO_0000218,
7747,Intermediate,Rattus norvegicus,,,17771,,In vivo,,50597,A,1,,CHEMBL620481,,BAO_0000218,
7748,Intermediate,Rattus norvegicus,,,1974,,,,50597,A,1,,CHEMBL620482,,BAO_0000218,
7749,Intermediate,Rattus norvegicus,,,4239,,,,50597,A,1,,CHEMBL876603,,BAO_0000218,
7750,Intermediate,Rattus norvegicus,,,6681,,In vivo,,50597,A,1,,CHEMBL620483,,BAO_0000218,
7751,Intermediate,Rattus norvegicus,,,17752,,In vivo,,50597,A,1,,CHEMBL620484,,BAO_0000218,
7752,Intermediate,Rattus norvegicus,,,6046,,In vivo,,50597,A,1,,CHEMBL620485,,BAO_0000218,
7753,Intermediate,Rattus norvegicus,,,6685,,In vivo,,50597,A,1,,CHEMBL620486,,BAO_0000218,
7754,Intermediate,Rattus norvegicus,,,6685,,In vivo,,50597,A,1,,CHEMBL620487,,BAO_0000218,
7755,Intermediate,Rattus norvegicus,,,6685,,In vivo,,50597,A,1,,CHEMBL620488,,BAO_0000218,
7756,Intermediate,Rattus norvegicus,,,4727,,In vivo,,50597,A,1,,CHEMBL620489,,BAO_0000218,
7757,Intermediate,Rattus norvegicus,,,1088,,In vivo,,50597,A,1,,CHEMBL620490,,BAO_0000218,
7758,Intermediate,Rattus norvegicus,,,5610,,In vivo,,50597,A,1,,CHEMBL620491,,BAO_0000218,
7759,Intermediate,Rattus norvegicus,,,3032,,In vivo,,50597,A,1,,CHEMBL876604,,BAO_0000218,1969.0
7760,Intermediate,Rattus norvegicus,,,5199,,In vivo,,50597,A,1,,CHEMBL620492,,BAO_0000218,
7761,Intermediate,Rattus norvegicus,,,14941,,In vivo,,50597,A,1,,CHEMBL620493,,BAO_0000218,
7762,Intermediate,Rattus norvegicus,,,4408,,In vivo,,50597,A,1,,CHEMBL620494,,BAO_0000218,
7763,Intermediate,Rattus norvegicus,,,2552,,,,50597,A,1,,CHEMBL620495,,BAO_0000218,1969.0
