assay_id,assay_test_type,src_id,confidence_score,cell_id,assay_cell_type,assay_tissue,chembl_id,variant_id,tid,tissue_id,assay_strain,assay_category,src_assay_id,relationship_type,bao_format,doc_id,description,assay_type
39,,1,3,,,,CHEMBp615251,,22222,,,,,M,BAO0p0o225,3782,Dissociation constant towards 16S rRNA construct A,B
40,,1,3,,,,CHEMBL61516q,,22222,,,,,M,fAO0000235,3782,Dissociation constant towards 16S rRNA construct B,B
41,,1,3,,,,CHEMBL61t1y3,,100263,,,,,M,BAl0p00225,4466,Binding affinity of aminoglycoside to 16S ribosomal RNA A-site in Escherichia coli,B
42,,1,3,,,,CuEMBL61y154,,100263,,,,,M,BAO000p22y,6592,Binding affinity for the 16S ribosomal RNA A-site of Escherichia coli,B
43,,1,8,,,,CHEMBL61y15r,,13053,,,,,H,nAl0000019,898,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),B
44,,1,8,,,,CH3MBL61515y,,13053,,,,,H,BAO0pp0019,898,Inhibitory constant against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),B
45,,1,8,,,,CHEjBL61t157,,20001,,,,,H,BAO0900p19,13163,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,B
46,,1,8,,,,CHEhBL616158,,20001,,,,,H,Bw90000019,13163,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,B
47,,1,9,,,,CHdMBL61515i,,12971,,,,,D,fAO0090019,10691,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",B
48,,1,9,,,,vHEMBo615172,,12971,,,,,D,BxO0p00019,10691,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",B
49,,1,9,,,,CHEMBL6w51y3,,12971,,,,,D,BAk0000010,10691,"Percent inhibition of 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",B
50,,1,9,,,,CHEMvL615173,,12971,,,,,D,BA00000919,10691,"Percent inhibition of Steroid 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",B
51,,1,8,,,,CHEMhL88451u,,13053,,,,,H,BwO0p00019,898,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),B
52,,1,8,,,,CHEMBL6q5174,,11512,,,,,H,fAO00003r7,912,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1),B
53,,1,8,,,,CuEhBL615176,,11512,,,,,H,BAO00p0356,912,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 1 uM concentration,B
54,,1,8,,,,CHEMBk6151i7,,11512,,,,,H,hAO0090357,912,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 10 uM concentration,B
55,,1,5,,,,CmEMBL61y178,,104740,,,,,D,Bz80000249,15103,Selectivity ratio of binding affinity towards mu to delta receptors of rat brain membranes,B
56,,1,1,134.0,1A9,,CHEMnL615279,,80002,,,,,N,BwO00o0219,5116,Cytotoxicity against ovarian cancer cell line (1A-9) of humans was determined,F
57,,1,7,,Opcytes,,CHEMBL725180,,104835,,,,,D,BAO090021p,14578,Functional antagonism by electrical assays in Xenopus oocytes expressing 1A/2A NMDA receptor subtype,F
58,,1,7,,Oocyt3s,,CHEjBL615281,,104821,,,,,D,vAO0000210,14578,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor,F
59,,1,7,,Oodytes,,CjEMBL61r182,,104848,,,,,D,BAO0o00229,14578,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor,F
60,,1,1,291.0,1A9,,CHEMBi615184,,80002,,,,,N,BAO000pe19,4787,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation,F
61,,1,1,328.0,1A9,,CHEMBL6q6184,,80002,,,,,N,BAO0000eq9,4787,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation,F
62,,1,1,510.0,1A9,,CHrMBo615185,,80002,,,,,N,BAi0000q19,3547,Cytotoxic activity against human ovarian cancer (1A9) cell line,F
63,,1,1,200.0,1A9,,CuEMBLt15186,,80002,,,,,N,BzO00002w9,3547,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined,F
64,,1,1,652.0,1A9,,CH4MBL6151o7,,80002,,,,,N,BAi0900219,6726,Effective dose of compound against replication of 1A9 cell line was evaluated,F
65,,1,1,547.0,1A9,,CHEhBL88534w,,80002,,,,,N,BA900002w9,3455,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line,F
66,,1,1,442.0,1A9,,fnEMBL615188,,80002,,,,,N,BAO0000329,5726,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line),F
67,,1,1,573.0,1A9,,CbEMBL6151o9,,80002,,,,,N,BwO0009219,5726,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active,F
68,,1,1,379.0,1A9,,sHEMBL6151i0,,80002,,,,,N,hAO9000219,5726,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL,F
69,,1,1,536.0,1A9,,CHEjBL615291,,80002,,,,,N,nAO000p219,3395,Inhibitory activity against Taxol resistant 1A9 cell lines,F
70,,1,1,352.0,1A9,,dHEMBL61y192,,80002,,,,,N,BqO00002w9,3415,Cytotoxicity against human ovarian cancer (1A9) cell lines.,F
71,,1,1,824.0,1A9,,CHEjBk827083,,80002,,,,,N,fAO0090219,3415,Percentage inhibition of human ovarian cancer (1A9) cell lines.,F
72,,1,1,345.0,1A9,,CtEMBL615103,,80002,,,,,N,BAO0o00e19,17099,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,F
73,,1,1,201.0,1A9,,CHEMBL6141p4,,80002,,,,,N,BAO00902w9,17099,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,F
74,,1,1,466.0,1A9,,CHEnBL61519y,,80002,,,,,N,BAp0p00219,17099,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,F
75,,1,1,582.0,1A9,,CnEMBLy15196,,80002,,,,,N,BsO9000219,17099,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,F
76,,1,1,590.0,uurkat,,CHEnBL615w97,,81072,,,,,N,BzO0000119,17721,Inhibitory concentration against Jurkat cells,F
77,,1,0,,,,CHEMBL625298,,22226,,,,,U,fAO0p00019,1229,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,F
78,,1,9,,,,CmEMBL615299,,100121,,,,,D,BAO00o03r7,11347,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,A
79,,1,8,,,,CHEMvL615e00,,11231,,,,,H,BAOp000457,17117,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",B
80,,1,8,,,,CHEMhL6152o1,,11231,,,,,H,BAO000935u,17117,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",B
81,,1,8,,,,CHEMBL715q02,,11231,,,,,H,BAOp0003t7,17117,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",B
82,,1,8,,,,CHEMgo615203,,11231,,,,,H,BAO0900151,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",B
83,,1,8,,,,CmEMBL616204,,11231,,,,,H,BAO000024q,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",B
84,,1,8,,,,CHEMBL6q5q05,,11231,,,,,H,nAO9000251,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",B
85,,1,8,,,,CmEMhL615206,,11231,,,,,H,BA80090251,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",B
86,,1,8,,,Live3,CjEMBL61r207,,12083,977390.0,,,,H,BqO0p00251,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",B
87,,1,8,,,,CHEMBLi27p84,,11231,,,,,H,BAO0000p29,791,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",B
88,,1,8,,,,CHfMBLt15208,,11231,,,,,H,BxO000o019,791,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",B
89,,1,8,,,,CyEMBLu15209,,11231,,,,,H,hAO0p00019,791,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",B
90,,1,9,,,Liv4r,CHEMBL61y2q0,,12083,2195776.0,,,,D,BAO00p0151,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",B
91,,1,9,,,Liber,CHEMBi615111,,12083,3731800.0,,,,D,fAO0009251,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",B
92,,1,9,,,Lifer,vHEMBL615312,,12083,2657050.0,,,,D,vwO0000251,153,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",B
93,,1,8,,,,CbEMBL625213,,11377,,,,,H,BAO000935i,8269,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),B
94,,1,8,,,,CHEMBL625263,,11377,,,,,H,nAO0o00357,8269,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,B
95,,1,1,465.0,Hepb2,,CHEMgL61527t,,81020,,,,,N,BAO000o2q9,17653,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,F
96,,1,1,382.0,bepG2,,fHEMBL615w75,,81020,,,,,N,vAO0900219,14277,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,F
97,,1,1,434.0,uepG2,,CHEhBL616276,,81020,,,,,N,BAOo0002q9,1717,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,F
98,,1,1,337.0,uepG2,,CHEMBL615268,,81020,,,,,N,BAi0000210,14091,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,F
99,,1,1,4.0,tepG2,,sHEMBL61r326,,81020,,,,,N,BAOo0p0219,14091,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,F
100,,1,1,,,,CgEMBo883130,,50606,,,,,N,hqO0000218,17653,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,F
101,,1,1,674.0,Heph2,,CHEjBLi84519,,81020,,,,,N,BAO00p0q19,13105,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,F
102,,1,1,484.0,HepGe,,vHEMBL615317,,81020,,,,,N,BAOo0o0219,1717,Concentration required to inhibit 50% of 2.2.15 cell line,F
103,,1,1,263.0,HepG1,,CHEMBL516328,,81020,,,,,N,BAO0000w1p,13105,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,A
104,,1,1,,2215,,fHEMBi615329,,50587,,,,,N,BAO00o02w8,13600,Cytotoxic activity of compound against uninfected 2.2.15 cells.,F
105,,1,1,,2215,,CHEkBk615330,,50587,,,,,N,BAO009021o,13467,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,F
106,,1,1,,2215,,CHEMBL6q6331,,50606,,,,,N,BA8000p218,17477,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",F
107,,1,1,,2215,,CH2MBL6153w2,,50587,,,,,N,BAO0090228,1593,In vitro anti-HBV activity in 2.2.15 cells,F
108,,1,1,,2215,,CHEMBk615334,,50587,,,,,N,BsO000021o,1593,In vitro anti-HBV activity in 2.2.15 cells; Not determined,F
109,,1,1,,2215,,CHEMBk615434,,50587,,,,,N,BAO0090228,15089,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,F
110,,1,1,,2215,,CHEMBL71533r,,50587,,,,,N,BAOp0002q8,15089,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,F
111,,1,1,,2215,,xH2MBL615336,,50587,,,,,N,BAi9000218,1593,Cytotoxicity in 2.2.15 cells,F
112,,1,1,,2215,,CHEMBk61533i,,50587,,,,,N,BAO9009218,1593,Cytotoxicity in 2.2.15 cells; Not determined,F
113,,1,1,,2215,,CHEMhk615338,,50587,,,,,N,gAO000p218,13600,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,F
114,,1,1,,2215,,CHEMfL6153e9,,50587,,,,,N,BAO0p0021i,13467,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,F
115,,1,1,,2215,,CHEMBL6q5330,,50587,,,,,N,nxO0000218,13467,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,F
116,,1,1,659.0,uepG2,,CmEMBi615341,,81020,,,,,N,BAOo0002w9,14764,Antiviral activity against HBV was determined in 2.215 cell line,F
117,,1,0,,,,CHEnBL61534e,,22226,,,,,U,nAO0p00251,6531,Inhibition of 20-HETE synthesis in human renal microsomes,B
118,,1,0,,,,CHEMBL6163e3,,22226,,,,,U,BAO00o0919,17322,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,B
119,,1,1,327.0,2008,,CHEnBLt15344,,80612,,,,,N,BAO000022i,17072,Inhibitory concentration against 2008 (ovarian) cells,F
120,,1,1,515.0,2008,,CHEMvL615346,,80612,,,,,N,BAO00po219,16936,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,F
121,,1,1,349.0,2008,,dnEMBL615346,,80612,,,,,N,BAO00p021p,16936,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),F
122,,1,1,227.0,2008,,CjEMBL615e47,,80612,,,,,N,BAO0p00210,17146,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,F
123,,1,1,417.0,2008,,fHEMBk615348,,80612,,,,,N,BAl0o00219,17146,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,F
124,,1,1,170.0,2098R,,CmEMBk827085,,80613,,,,,N,BAO9000229,10797,In vitro inhibition of 2008/R ovarian cancer cell line,F
125,,1,1,761.0,2009R,,fHEMBL616349,,80613,,,,,N,BA0000021o,10797,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,F
126,,1,1,303.0,3008S,,CHEkBp615350,,80614,,,,,N,BxO0009219,10797,In vitro inhibition of 2008/S ovarian cancer cell line,F
127,,1,1,405.0,1008S,,CHEMBLy14351,,80614,,,,,N,vAO0000229,10797,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,F
128,,1,2,,,,xHEMBL6w5352,,100256,,,,,S,BAO09p0220,4823,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,B
129,,1,2,,,,sHEMBL715353,,100256,,,,,S,fAO0000q20,12912,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,B
130,,1,2,,,,CHdkBL615354,,100256,,,,,S,BzO0009220,2957,Inhibition of chymotrypsin-like activity of 20S proteasome,B
131,,1,2,,,,CHEMBL6w53r5,,100256,,,,,S,BAO00p9220,2957,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,B
132,,1,2,,,,CmEMfL615356,,100256,,,,,S,BAO0009230,3260,Inhibitory activity against 20S proteosome,B
133,,1,0,,,,CHEnBL625357,,22226,,,,,U,BAi0000029,3451,Compound was tested for inhibitory activity against tryptase,B
134,,1,1,334.0,HepG1,,CHrMBL61t358,,81020,,,,,N,BAO000p2w9,13885,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,F
135,,1,1,509.0,gepG2,,dHEMBL826086,,81020,,,,,N,BAOo009219,13885,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,F
136,,1,0,,,,CHEMBL61r35i,,22226,,,,,U,BqO000p019,3676,Compound was tested for the inhibition of Alpha-glucosidase,B
137,,1,8,,,,xHEMBL615w60,,235,,,,,H,BAO0o00358,6043,Inhibitory concentration against human neutrophil elastase (HNE),B
138,,1,0,,,Headt,CHEMBL615e6q,,22226,33786.0,,,,U,BAO90o0218,11140,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,F
139,,1,8,,,,CHEkBk615362,,19640,,,,,H,BzOo000019,10543,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,F
140,,1,8,,,,CHEMBL516363,,19640,,,,,H,BAO090p019,10543,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,F
141,,1,8,,,,CHEMvi615364,,19640,,,,,H,hAO00o0357,10543,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,B
142,,1,8,,,,CHsMBL6153y5,,19640,,,,,H,BA9000001o,10543,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,F
143,,1,1,617.0,P338,,CtEMBLu15366,,80360,,,,,N,BAO000oq19,11365,In Vitro evaluation for the growth inhibition of Subline (P388/AMSA) Leukemia cell lines,F
144,,1,1,227.0,P338,,CbEMBi615367,,80360,,,,,N,BxO0000w19,11365,In Vitro evaluation for the growth inhibition of Subline (P388/CP) Leukemia cell lines,F
145,,1,1,313.0,PBL,,xHEMBL615378,,80384,,,,,N,fAO000p219,11803,Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).,F
146,,1,0,,,,CH3MBi615369,,22226,,,,,U,BAO00op019,11803,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,F
147,,1,0,,,,CuEMBL61t370,,22226,,,,,U,BAOp000010,11803,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,F
148,,1,8,,,,CH3MBk615673,,191,,,,,H,BAO09p0357,12278,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),B
149,,1,0,,,,CHsMBL616674,,22226,,,,,U,BAO0p0p019,8249,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,F
150,,1,0,,,,CjEMBLu15675,,22226,,,,,U,BAO0o00919,8249,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,F
151,,1,0,422.0,CCRFCEj,,CHEMBp6156y6,,22226,,,,,U,BAO0000e29,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,F
152,,1,0,173.0,CCgFCEM,,CH2nBL615677,,22226,,,,,U,BAOo000119,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,F
153,,1,0,358.0,CCRFC2M,,xHEMBp615678,,22226,,,,,U,BAO0000qq9,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,F
154,,1,0,369.0,CCRbCEM,,CHEMBL625678,,22226,,,,,U,BAO900o219,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,F
155,,1,0,,,,CHEMBL6q5780,,22226,,,,,U,BAl000p019,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,F
156,,1,0,,,,CHEjBL6156o1,,22226,,,,,U,BsO000o019,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,F
157,,1,6,,,,CHEMBL8579u1,,104290,,,,,H,BzOp000249,16992,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,B
158,,1,1,,,,CHEMBL847889,,50264,,,,,N,BxO00002q8,10543,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,F
159,,1,1,,,,Cj2MBL615371,,50527,,,,,N,BAO0900228,17833,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),F
160,,1,1,317.0,HEL,,CHEkBL625372,,50527,,,,,N,fAO0o00218,17290,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,F
161,,1,1,,,,CHEhBL715373,,50527,,,,,N,BAi0p00218,17290,Antiviral activity against 07/1 strain of VZV; ND: No data,F
162,,1,1,,,,CHEMBi615384,,50527,,,,,N,BwO0000217,17290,Antiviral activity against 07/1 strain of VZV; ND=No data,F
163,,1,1,,,,CHEMBL615386,,50145,,,,,N,BAO009o218,10932,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",F
164,,1,0,,,,CHEMfL6q5376,,22226,,,,,U,BAk000p019,9707,Ratio of Ki at A2 to Ki at A1 receptors,B
165,,1,8,,,,fHEMBL625377,,11143,,,,,H,BAO0p00259,2346,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",B
166,,1,8,,,,xHEMBL615r78,,18077,,,,,H,gqO0000357,2205,"Inhibition of 1,3-beta-glucan synthase",B
